"Population by disability type","Number"
"Blind/low vision",""
"Female","6871"
"Male","7211"
"Deaf/hard of hearing",""
"Female","6663"
"Male","7753"
"Deaf-Blind",""
"Female","690"
"Male","811"
"Intellectual disable",""
"Female","1410"
"Male","1579"
"Mental disable",""
"Female","3048"
"Male","3160"
"Multiple disable",""
"Female","4243"
"Male","4676"
"No disability",""
"Female","2321616"
"Male","2084237"
"Physical",""
"Female","13815"
"Male","19708"
"Speech problem",""
"Female","5733"
"Male","6668"
