"Population by Educational Attainment","Number"
"Beginners",""
"Female","46740"
"Male","52601"
"Graduate and Equivalent",""
"Female","17610"
"Male","40202"
"Intermediate and Equivalent",""
"Female","65097"
"Male","82469"
"Level not Stated",""
"Female","5077"
"Male","5463"
"Lower Secondary (Class 6-8)",""
"Female","307395"
"Male","316856"
"Non Formal Education",""
"Female","71032"
"Male","72223"
"Others",""
"Female","523"
"Male","659"
"Post Graduate Equivalent and Above",""
"Female","3308"
"Male","12458"
"Primary Education (1-5 Class)",""
"Female","527422"
"Male","588030"
"Secondary Level (Class 9-10)",""
"Female","192396"
"Male","200470"
"SLC and Equivalent",""
"Female","169576"
"Male","177423"
