"Population by Educational Attainment","Number"
"Beginners",""
"Female","5469"
"Male","7027"
"Graduate and Equivalent",""
"Female","1837"
"Male","4121"
"Intermediate and Equivalent",""
"Female","6498"
"Male","9823"
"Level not Stated",""
"Female","939"
"Male","926"
"Lower Secondary (Class 6-8)",""
"Female","30587"
"Male","35239"
"Non Formal Education",""
"Female","5683"
"Male","4131"
"Others",""
"Female","126"
"Male","132"
"Post Graduate Equivalent and Above",""
"Female","387"
"Male","1696"
"Primary Education (1-5 Class)",""
"Female","57239"
"Male","63125"
"Secondary Level (Class 9-10)",""
"Female","15298"
"Male","19556"
"SLC and Equivalent",""
"Female","9318"
"Male","11986"
