"Population by Mother tongue","Number"
"Achhami",""
"Female","5696"
"Male","4567"
"Avadhi",""
"Female","30"
"Male","37"
"Baitadeli",""
"Female","12291"
"Male","10999"
"Bajhangi",""
"Female","9906"
"Male","8258"
"Bajureli",""
"Female","3659"
"Male","3175"
"Bangla",""
"Female","42"
"Male","59"
"Bhojpuri",""
"Female","97"
"Male","97"
"Bhujel",""
"Female","19"
"Male","14"
"Bote",""
"Female","98"
"Male","100"
"Dadeldhuri",""
"Female","64"
"Male","53"
"Dailekhi",""
"Female","540"
"Male","422"
"Darchuleli",""
"Female","2479"
"Male","2256"
"Doteli",""
"Female","94099"
"Male","84342"
"English",""
"Female","6"
"Male","5"
"Gurung",""
"Female","278"
"Male","208"
"Hindi",""
"Female","791"
"Male","1094"
"Jumli",""
"Female","66"
"Male","54"
"Kham",""
"Female","9"
"Male","8"
"Khash",""
"Female","53"
"Male","49"
"Limbu",""
"Female","12"
"Male","11"
"Magar",""
"Female","3780"
"Male","3519"
"Maithili",""
"Female","570"
"Male","624"
"Majhi",""
"Female","36"
"Male","37"
"Nepali",""
"Female","38021"
"Male","33215"
"Newar",""
"Female","226"
"Male","188"
"Not Reported",""
"Female","153"
"Male","139"
"Others",""
"Female","430"
"Male","386"
"Pahari",""
"Female","13"
"Male","9"
"Rai",""
"Female","17"
"Male","16"
"Rajbanshi",""
"Female","11"
"Male","10"
"Raji",""
"Female","54"
"Male","47"
"Sherpa",""
"Female","7"
"Male","4"
"Sign Language",""
"Female","79"
"Male","56"
"Sonaha",""
"Female","32"
"Male","30"
"Surel",""
"Female","22"
"Male","18"
"Tamang",""
"Female","3252"
"Male","2712"
"Tharu",""
"Female","58079"
"Male","56458"
"Uranw/Urau",""
"Female","61"
"Male","60"
"Urdu",""
"Female","42"
"Male","47"
