"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","692"
"Male","566"
"Bangali",""
"Female","61"
"Male","73"
"Bhote",""
"Female","9"
"Male","8"
"Bote",""
"Female","98"
"Male","100"
"Brahman - Hill",""
"Female","37239"
"Male","34441"
"Brahman - Tarai",""
"Female","89"
"Male","102"
"Chamar/ Harijan/ Ram",""
"Female","16"
"Male","18"
"Chhetri",""
"Female","68814"
"Male","60313"
"Dalit Others",""
"Female","8828"
"Male","8010"
"Damai/Dholi",""
"Female","5530"
"Male","4843"
"Dhandi",""
"Female","10"
"Male","8"
"Dhanuk",""
"Female","116"
"Male","116"
"Dhobi",""
"Female","15"
"Male","13"
"Foreigner",""
"Female","65"
"Male","84"
"Gharti/Bhujel",""
"Female","63"
"Male","40"
"Gurung",""
"Female","1046"
"Male","860"
"Hajam/Thakur",""
"Female","174"
"Male","187"
"Halwai",""
"Female","77"
"Male","102"
"Janajati Others",""
"Female","17"
"Male","25"
"Jhangad/ Dhagar",""
"Female","80"
"Male","80"
"Kalwar",""
"Female","5"
"Male","7"
"Kami",""
"Female","18611"
"Male","16086"
"Kathabaniyan",""
"Female","213"
"Male","309"
"Kayastha",""
"Female","7"
"Male","9"
"Kumal",""
"Female","224"
"Male","197"
"Kurmi",""
"Female","17"
"Male","21"
"Limbu",""
"Female","79"
"Male","66"
"Lohar",""
"Female","1330"
"Male","1231"
"Magar",""
"Female","6612"
"Male","5951"
"Majhi",""
"Female","68"
"Male","71"
"Marwadi",""
"Female","23"
"Male","22"
"Musahar",""
"Female","16"
"Male","17"
"Musalman",""
"Female","178"
"Male","272"
"Newar",""
"Female","598"
"Male","516"
"Others",""
"Female","344"
"Male","281"
"Pahari",""
"Female","8"
"Male","3"
"Rai",""
"Female","104"
"Male","83"
"Rajbansi",""
"Female","15"
"Male","12"
"Raji",""
"Female","54"
"Male","47"
"Rajput",""
"Female","49"
"Male","43"
"Raute",""
"Female","12"
"Male","14"
"Sanyasi/Dasnami",""
"Female","3586"
"Male","3012"
"Sarki",""
"Female","3862"
"Male","3336"
"Sunuwar",""
"Female","36"
"Male","21"
"Tamang",""
"Female","3463"
"Male","2880"
"Teli",""
"Female","84"
"Male","73"
"Terai Others",""
"Female","157"
"Male","136"
"Thakuri",""
"Female","13591"
"Male","11600"
"Thami",""
"Female","79"
"Male","72"
"Tharu",""
"Female","58649"
"Male","56989"
"Yadav",""
"Female","7"
"Male","17"
