"Population by Educational Attainment","Number"
"Beginners",""
"Female","223"
"Male","224"
"Graduate and Equivalent",""
"Female","15"
"Male","68"
"Intermediate and Equivalent",""
"Female","118"
"Male","354"
"Level not Stated",""
"Female","17"
"Male","19"
"Lower Secondary (Class 6-8)",""
"Female","1165"
"Male","1392"
"Non Formal Education",""
"Female","302"
"Male","201"
"Others",""
"Female","2"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","18"
"Primary Education (1-5 Class)",""
"Female","3084"
"Male","3461"
"Secondary Level (Class 9-10)",""
"Female","529"
"Male","628"
"SLC and Equivalent",""
"Female","239"
"Male","346"
