"Population by Single Year of Age","Number"
"0",""
"Female","205"
"Male","244"
"1",""
"Female","182"
"Male","177"
"10",""
"Female","278"
"Male","268"
"11",""
"Female","258"
"Male","233"
"12",""
"Female","295"
"Male","324"
"13",""
"Female","275"
"Male","291"
"14",""
"Female","264"
"Male","259"
"15",""
"Female","288"
"Male","249"
"16",""
"Female","299"
"Male","256"
"17",""
"Female","240"
"Male","258"
"18",""
"Female","280"
"Male","261"
"19",""
"Female","175"
"Male","168"
"2",""
"Female","202"
"Male","240"
"20",""
"Female","225"
"Male","147"
"21",""
"Female","255"
"Male","134"
"22",""
"Female","269"
"Male","115"
"23",""
"Female","197"
"Male","93"
"24",""
"Female","198"
"Male","77"
"25",""
"Female","212"
"Male","95"
"26",""
"Female","172"
"Male","65"
"27",""
"Female","180"
"Male","71"
"28",""
"Female","171"
"Male","82"
"29",""
"Female","128"
"Male","70"
"3",""
"Female","214"
"Male","183"
"30",""
"Female","232"
"Male","102"
"31",""
"Female","118"
"Male","52"
"32",""
"Female","162"
"Male","68"
"33",""
"Female","118"
"Male","51"
"34",""
"Female","99"
"Male","60"
"35",""
"Female","245"
"Male","118"
"36",""
"Female","143"
"Male","86"
"37",""
"Female","92"
"Male","68"
"38",""
"Female","143"
"Male","71"
"39",""
"Female","95"
"Male","57"
"4",""
"Female","217"
"Male","174"
"40",""
"Female","242"
"Male","105"
"41",""
"Female","107"
"Male","69"
"42",""
"Female","157"
"Male","95"
"43",""
"Female","117"
"Male","76"
"44",""
"Female","91"
"Male","54"
"45",""
"Female","213"
"Male","107"
"46",""
"Female","102"
"Male","73"
"47",""
"Female","110"
"Male","79"
"48",""
"Female","115"
"Male","77"
"49",""
"Female","100"
"Male","59"
"5",""
"Female","189"
"Male","212"
"50",""
"Female","182"
"Male","122"
"51",""
"Female","96"
"Male","67"
"52",""
"Female","97"
"Male","79"
"53",""
"Female","94"
"Male","69"
"54",""
"Female","87"
"Male","61"
"55",""
"Female","132"
"Male","119"
"56",""
"Female","107"
"Male","97"
"57",""
"Female","101"
"Male","86"
"58",""
"Female","84"
"Male","71"
"59",""
"Female","71"
"Male","67"
"6",""
"Female","186"
"Male","208"
"60",""
"Female","197"
"Male","135"
"61",""
"Female","70"
"Male","87"
"62",""
"Female","111"
"Male","70"
"63",""
"Female","56"
"Male","68"
"64",""
"Female","54"
"Male","45"
"65",""
"Female","113"
"Male","88"
"66",""
"Female","65"
"Male","53"
"67",""
"Female","64"
"Male","61"
"68",""
"Female","75"
"Male","77"
"69",""
"Female","39"
"Male","50"
"7",""
"Female","244"
"Male","226"
"70",""
"Female","113"
"Male","71"
"71",""
"Female","46"
"Male","42"
"72",""
"Female","42"
"Male","73"
"73",""
"Female","37"
"Male","33"
"74",""
"Female","23"
"Male","23"
"75",""
"Female","52"
"Male","58"
"76",""
"Female","31"
"Male","26"
"77",""
"Female","27"
"Male","35"
"78",""
"Female","33"
"Male","33"
"79",""
"Female","27"
"Male","29"
"8",""
"Female","223"
"Male","212"
"80",""
"Female","37"
"Male","30"
"81",""
"Female","14"
"Male","19"
"82",""
"Female","21"
"Male","19"
"83",""
"Female","7"
"Male","17"
"84",""
"Female","13"
"Male","20"
"85",""
"Female","44"
"Male","61"
"9",""
"Female","218"
"Male","230"
