"Population by Educational Attainment","Number"
"Beginners",""
"Female","199"
"Male","264"
"Graduate and Equivalent",""
"Female","41"
"Male","111"
"Intermediate and Equivalent",""
"Female","274"
"Male","299"
"Level not Stated",""
"Female","18"
"Male","35"
"Lower Secondary (Class 6-8)",""
"Female","1772"
"Male","1472"
"Non Formal Education",""
"Female","402"
"Male","317"
"Others",""
"Female","0"
"Male","0"
"Post Graduate Equivalent and Above",""
"Female","8"
"Male","39"
"Primary Education (1-5 Class)",""
"Female","2652"
"Male","2597"
"Secondary Level (Class 9-10)",""
"Female","920"
"Male","904"
"SLC and Equivalent",""
"Female","919"
"Male","921"
