"Population by Educational Attainment","Number"
"Beginners",""
"Female","228"
"Male","232"
"","460"
"Graduate and Equivalent",""
"Female","25"
"Male","72"
"","97"
"Intermediate and Equivalent",""
"Female","124"
"Male","168"
"","292"
"Level not Stated",""
"Female","8"
"Male","8"
"","16"
"Lower Secondary (Class 6-8)",""
"Female","1248"
"Male","1193"
"","2441"
"Non Formal Education",""
"Female","140"
"Male","110"
"","250"
"Others",""
"Female","1"
"Male","0"
"","1"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","28"
"","32"
"Primary Education (1-5 Class)",""
"Female","2369"
"Male","2522"
"","4891"
"Secondary Level (Class 9-10)",""
"Female","538"
"Male","638"
"","1176"
"SLC and Equivalent",""
"Female","562"
"Male","593"
"","1155"
