"Population by Educational Attainment","Number"
"Beginners",""
"Female","284"
"Male","324"
"Graduate and Equivalent",""
"Female","39"
"Male","74"
"Intermediate and Equivalent",""
"Female","222"
"Male","258"
"Level not Stated",""
"Female","10"
"Male","13"
"Lower Secondary (Class 6-8)",""
"Female","2109"
"Male","2131"
"Non Formal Education",""
"Female","604"
"Male","606"
"Others",""
"Female","4"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","14"
"Primary Education (1-5 Class)",""
"Female","3856"
"Male","4497"
"Secondary Level (Class 9-10)",""
"Female","775"
"Male","793"
"SLC and Equivalent",""
"Female","769"
"Male","906"
