"Population by Educational Attainment","Number"
"Beginners",""
"Female","111"
"Male","115"
"","226"
"Graduate and Equivalent",""
"Female","20"
"Male","64"
"","84"
"Intermediate and Equivalent",""
"Female","107"
"Male","135"
"","242"
"Level not Stated",""
"Female","10"
"Male","6"
"","16"
"Lower Secondary (Class 6-8)",""
"Female","1049"
"Male","1052"
"","2101"
"Non Formal Education",""
"Female","387"
"Male","237"
"","624"
"Others",""
"Female","2"
"Male","3"
"","5"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","26"
"","26"
"Primary Education (1-5 Class)",""
"Female","1848"
"Male","1992"
"","3840"
"Secondary Level (Class 9-10)",""
"Female","428"
"Male","470"
"","898"
"SLC and Equivalent",""
"Female","389"
"Male","455"
"","844"
