"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","6"
"Male","8"
"","14"
"Bangali",""
"Female","185"
"Male","188"
"","373"
"Bantaba",""
"Female","22"
"Male","21"
"","43"
"Bantar/Sardar",""
"Female","148"
"Male","147"
"","295"
"Baraee",""
"Female","7"
"Male","10"
"","17"
"Bhote",""
"Female","27"
"Male","22"
"","49"
"Brahman - Hill",""
"Female","9294"
"Male","8082"
"","17376"
"Brahman - Tarai",""
"Female","46"
"Male","42"
"","88"
"Chamar/ Harijan/ Ram",""
"Female","18"
"Male","19"
"","37"
"Chamling",""
"Female","43"
"Male","34"
"","77"
"Chhetri",""
"Female","8263"
"Male","6906"
"","15169"
"Dalit Others",""
"Female","13"
"Male","10"
"","23"
"Damai/Dholi",""
"Female","951"
"Male","776"
"","1727"
"Danuwar",""
"Female","422"
"Male","395"
"","817"
"Dev",""
"Female","7"
"Male","6"
"","13"
"Dhandi",""
"Female","5"
"Male","6"
"","11"
"Dhanuk",""
"Female","79"
"Male","74"
"","153"
"Dhimal",""
"Female","153"
"Male","122"
"","275"
"Dhobi",""
"Female","4"
"Male","8"
"","12"
"Dom",""
"Female","46"
"Male","28"
"","74"
"Dusadh/ Pasawan/ Pasi",""
"Female","18"
"Male","15"
"","33"
"Gaderi/Bhedihar",""
"Female","11"
"Male","8"
"","19"
"Gharti/Bhujel",""
"Female","234"
"Male","235"
"","469"
"Gurung",""
"Female","604"
"Male","506"
"","1110"
"Hajam/Thakur",""
"Female","68"
"Male","89"
"","157"
"Halwai",""
"Female","122"
"Male","105"
"","227"
"Jhangad/ Dhagar",""
"Female","1091"
"Male","955"
"","2046"
"Kalwar",""
"Female","15"
"Male","10"
"","25"
"Kami",""
"Female","1407"
"Male","1257"
"","2664"
"Kathabaniyan",""
"Female","46"
"Male","38"
"","84"
"Kayastha",""
"Female","27"
"Male","24"
"","51"
"Kewat",""
"Female","18"
"Male","25"
"","43"
"Khawas",""
"Female","1980"
"Male","1813"
"","3793"
"Koche",""
"Female","5"
"Male","6"
"","11"
"Koiri/Kushwaha",""
"Female","75"
"Male","94"
"","169"
"Kulung",""
"Female","12"
"Male","10"
"","22"
"Kumal",""
"Female","33"
"Male","34"
"","67"
"Kurmi",""
"Female","8"
"Male","10"
"","18"
"Limbu",""
"Female","1520"
"Male","1319"
"","2839"
"Lohar",""
"Female","11"
"Male","16"
"","27"
"Magar",""
"Female","891"
"Male","763"
"","1654"
"Majhi",""
"Female","199"
"Male","176"
"","375"
"Mallaha",""
"Female","30"
"Male","24"
"","54"
"Marwadi",""
"Female","19"
"Male","12"
"","31"
"Mewahang Bala",""
"Female","10"
"Male","7"
"","17"
"Musahar",""
"Female","497"
"Male","561"
"","1058"
"Musalman",""
"Female","623"
"Male","714"
"","1337"
"Newar",""
"Female","2309"
"Male","2016"
"","4325"
"Others",""
"Female","42"
"Male","43"
"","85"
"Pattharkatta/ Kushwadiya",""
"Female","18"
"Male","14"
"","32"
"Punjabi/Sikh",""
"Female","10"
"Male","7"
"","17"
"Rai",""
"Female","2786"
"Male","2384"
"","5170"
"Rajbansi",""
"Female","69"
"Male","71"
"","140"
"Rajput",""
"Female","6"
"Male","7"
"","13"
"Samgpang",""
"Female","15"
"Male","12"
"","27"
"Sanyasi/Dasnami",""
"Female","297"
"Male","263"
"","560"
"Sarki",""
"Female","398"
"Male","362"
"","760"
"Satar/ Santhal",""
"Female","66"
"Male","73"
"","139"
"Sherpa",""
"Female","45"
"Male","46"
"","91"
"Sonar",""
"Female","12"
"Male","7"
"","19"
"Sudhi",""
"Female","24"
"Male","23"
"","47"
"Sunuwar",""
"Female","29"
"Male","27"
"","56"
"Tamang",""
"Female","1562"
"Male","1367"
"","2929"
"Teli",""
"Female","341"
"Male","348"
"","689"
"Terai Others",""
"Female","63"
"Male","60"
"","123"
"Thakuri",""
"Female","57"
"Male","56"
"","113"
"Thami",""
"Female","9"
"Male","7"
"","16"
"Tharu",""
"Female","5184"
"Male","4622"
"","9806"
"Undefined Others",""
"Female","52"
"Male","52"
"","104"
"Yadav",""
"Female","67"
"Male","57"
"","124"
"Yakkha",""
"Female","41"
"Male","36"
"","77"
"Yamphu",""
"Female","9"
"Male","4"
"","13"
