"Population by Educational Attainment","Number"
"Beginners",""
"Female","172"
"Male","212"
"","384"
"Graduate and Equivalent",""
"Female","29"
"Male","141"
"","170"
"Intermediate and Equivalent",""
"Female","152"
"Male","513"
"","665"
"Level not Stated",""
"Female","52"
"Male","72"
"","124"
"Lower Secondary (Class 6-8)",""
"Female","753"
"Male","1487"
"","2240"
"Non Formal Education",""
"Female","100"
"Male","241"
"","341"
"Others",""
"Female","80"
"Male","61"
"","141"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","52"
"","56"
"Primary Education (1-5 Class)",""
"Female","2528"
"Male","3504"
"","6032"
"Secondary Level (Class 9-10)",""
"Female","252"
"Male","752"
"","1004"
"SLC and Equivalent",""
"Female","230"
"Male","671"
"","901"
