"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","54"
"Male","51"
"Bote",""
"Female","64"
"Male","74"
"Brahman - Hill",""
"Female","12292"
"Male","10829"
"Brahman - Tarai",""
"Female","21"
"Male","15"
"Chamar/ Harijan/ Ram",""
"Female","3"
"Male","13"
"Chepang /Praja",""
"Female","195"
"Male","185"
"Chhetri",""
"Female","4691"
"Male","4003"
"Dalit Others",""
"Female","29"
"Male","27"
"Damai/Dholi",""
"Female","652"
"Male","554"
"Darai",""
"Female","466"
"Male","427"
"Dhanuk",""
"Female","7"
"Male","14"
"Dusadh/ Pasawan/ Pasi",""
"Female","20"
"Male","32"
"Ghale",""
"Female","6"
"Male","7"
"Gharti/Bhujel",""
"Female","252"
"Male","245"
"Gurung",""
"Female","1087"
"Male","916"
"Hajam/Thakur",""
"Female","28"
"Male","59"
"Halkhor",""
"Female","7"
"Male","12"
"Halwai",""
"Female","38"
"Male","48"
"Hyolmo",""
"Female","14"
"Male","13"
"Kalwar",""
"Female","137"
"Male","143"
"Kami",""
"Female","1262"
"Male","1097"
"Kanu",""
"Female","13"
"Male","42"
"Kathabaniyan",""
"Female","38"
"Male","51"
"Kayastha",""
"Female","4"
"Male","7"
"Koiri/Kushwaha",""
"Female","10"
"Male","44"
"Kumal",""
"Female","405"
"Male","426"
"Kumhar",""
"Female","6"
"Male","7"
"Kurmi",""
"Female","21"
"Male","56"
"Limbu",""
"Female","13"
"Male","14"
"Lohar",""
"Female","8"
"Male","16"
"Magar",""
"Female","1104"
"Male","921"
"Majhi",""
"Female","29"
"Male","43"
"Mali",""
"Female","25"
"Male","23"
"Mallaha",""
"Female","29"
"Male","62"
"Marwadi",""
"Female","14"
"Male","10"
"Musahar",""
"Female","101"
"Male","114"
"Musalman",""
"Female","815"
"Male","930"
"Newar",""
"Female","2366"
"Male","2129"
"Nuniya",""
"Female","5"
"Male","8"
"Others",""
"Female","43"
"Male","61"
"Punjabi/Sikh",""
"Female","4"
"Male","7"
"Rai",""
"Female","115"
"Male","103"
"Rajput",""
"Female","12"
"Male","13"
"Sanyasi/Dasnami",""
"Female","398"
"Male","346"
"Sarki",""
"Female","542"
"Male","468"
"Sudhi",""
"Female","8"
"Male","7"
"Sunuwar",""
"Female","21"
"Male","31"
"Tamang",""
"Female","2431"
"Male","2258"
"Teli",""
"Female","54"
"Male","93"
"Terai Others",""
"Female","8"
"Male","21"
"Thakuri",""
"Female","155"
"Male","164"
"Thami",""
"Female","7"
"Male","6"
"Tharu",""
"Female","6426"
"Male","5940"
"Undefined Others",""
"Female","16"
"Male","17"
"Yadav",""
"Female","24"
"Male","54"
