"Population by Mother tongue","Number"
"Avadhi",""
"Female","4"
"Male","7"
"Bhojpuri",""
"Female","735"
"Male","1100"
"Bote",""
"Female","28"
"Male","31"
"Chepang",""
"Female","105"
"Male","113"
"Darai",""
"Female","420"
"Male","386"
"Doteli",""
"Female","8"
"Male","5"
"Gurung",""
"Female","336"
"Male","279"
"Hindi",""
"Female","187"
"Male","271"
"Hyolmo/Yholmo",""
"Female","9"
"Male","10"
"Kumal",""
"Female","22"
"Male","20"
"Magar",""
"Female","286"
"Male","237"
"Maithili",""
"Female","191"
"Male","261"
"Nepali",""
"Female","26075"
"Male","22989"
"Newar",""
"Female","603"
"Male","541"
"Not Reported",""
"Female","32"
"Male","35"
"Others",""
"Female","40"
"Male","36"
"Rai",""
"Female","24"
"Male","22"
"Sunuwar",""
"Female","9"
"Male","15"
"Tamang",""
"Female","1412"
"Male","1298"
"Tharu",""
"Female","6020"
"Male","5545"
"Urdu",""
"Female","49"
"Male","55"
