"Population by Educational Attainment","Number"
"Beginners",""
"Female","593"
"Male","700"
"Graduate and Equivalent",""
"Female","602"
"Male","1075"
"Intermediate and Equivalent",""
"Female","2137"
"Male","2392"
"Level not Stated",""
"Female","115"
"Male","124"
"Lower Secondary (Class 6-8)",""
"Female","5709"
"Male","5338"
"Non Formal Education",""
"Female","1650"
"Male","1540"
"Others",""
"Female","31"
"Male","30"
"Post Graduate Equivalent and Above",""
"Female","112"
"Male","363"
"Primary Education (1-5 Class)",""
"Female","7054"
"Male","7659"
"Secondary Level (Class 9-10)",""
"Female","3289"
"Male","3251"
"SLC and Equivalent",""
"Female","3253"
"Male","3783"
