"Population by disability type","Number"
"Blind/low vision",""
"Female","18"
"Male","21"
"","39"
"Deaf/hard of hearing",""
"Female","15"
"Male","18"
"","33"
"Deaf-Blind",""
"Female","3"
"Male","4"
"","7"
"Intellectual disable",""
"Female","1"
"Male","0"
"","1"
"Mental disable",""
"Female","9"
"Male","4"
"","13"
"Multiple disable",""
"Female","9"
"Male","12"
"","21"
"No disability",""
"Female","5364"
"Male","4894"
"","10258"
"Physical",""
"Female","28"
"Male","57"
"","85"
"Speech problem",""
"Female","16"
"Male","19"
"","35"
