"Population by Educational Attainment","Number"
"Beginners",""
"Female","83"
"Male","137"
"","220"
"Graduate and Equivalent",""
"Female","7"
"Male","29"
"","36"
"Intermediate and Equivalent",""
"Female","45"
"Male","80"
"","125"
"Level not Stated",""
"Female","23"
"Male","19"
"","42"
"Lower Secondary (Class 6-8)",""
"Female","682"
"Male","576"
"","1258"
"Non Formal Education",""
"Female","276"
"Male","336"
"","612"
"Others",""
"Female","0"
"Male","2"
"","2"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","10"
"","10"
"Primary Education (1-5 Class)",""
"Female","1679"
"Male","1732"
"","3411"
"Secondary Level (Class 9-10)",""
"Female","197"
"Male","281"
"","478"
"SLC and Equivalent",""
"Female","171"
"Male","217"
"","388"
