"Population by Mother tongue","Number"
"Bantawa",""
"Female","18"
"Male","18"
"Chamling",""
"Female","15"
"Male","12"
"Dumi",""
"Female","8"
"Male","10"
"Ghale",""
"Female","99"
"Male","98"
"Gurung",""
"Female","15"
"Male","7"
"Khaling",""
"Female","10"
"Male","7"
"Kulung",""
"Female","1851"
"Male","1769"
"Lhomi",""
"Female","9"
"Male","4"
"Limbu",""
"Female","24"
"Male","15"
"Magar",""
"Female","52"
"Male","45"
"Maithili",""
"Female","8"
"Male","12"
"Mewahang",""
"Female","307"
"Male","263"
"Nachhiring",""
"Female","643"
"Male","601"
"Nepali",""
"Female","2607"
"Male","2288"
"Newar",""
"Female","57"
"Male","58"
"Not Reported",""
"Female","6"
"Male","10"
"Others",""
"Female","19"
"Male","21"
"Rai",""
"Female","39"
"Male","40"
"Sam",""
"Female","7"
"Male","5"
"Sampang",""
"Female","67"
"Male","63"
"Sherpa",""
"Female","285"
"Male","239"
"Sunuwar",""
"Female","6"
"Male","8"
"Tamang",""
"Female","461"
"Male","471"
"Thulung",""
"Female","82"
"Male","85"
"Yakkha",""
"Female","138"
"Male","103"
"Yamphu/Yamphe",""
"Female","13"
"Male","13"
