"Population by Educational Attainment","Number"
"Beginners",""
"Female","144"
"Male","184"
"Graduate and Equivalent",""
"Female","6"
"Male","46"
"Intermediate and Equivalent",""
"Female","81"
"Male","85"
"Level not Stated",""
"Female","4"
"Male","6"
"Lower Secondary (Class 6-8)",""
"Female","811"
"Male","830"
"Non Formal Education",""
"Female","179"
"Male","239"
"Others",""
"Female","4"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","17"
"Primary Education (1-5 Class)",""
"Female","1897"
"Male","2078"
"Secondary Level (Class 9-10)",""
"Female","345"
"Male","386"
"SLC and Equivalent",""
"Female","264"
"Male","339"
