"Population by Caste/Ethinicity","Number"
"Amat",""
"Female","82"
"Male","58"
"Badhaee",""
"Female","98"
"Male","87"
"Bangali",""
"Female","142"
"Male","124"
"Bantar/Sardar",""
"Female","366"
"Male","370"
"Baraee",""
"Female","139"
"Male","138"
"Bhote",""
"Female","11"
"Male","12"
"Brahman - Hill",""
"Female","35"
"Male","22"
"Brahman - Tarai",""
"Female","36"
"Male","43"
"Chamar/ Harijan/ Ram",""
"Female","1087"
"Male","1025"
"Chhetri",""
"Female","14"
"Male","11"
"Danuwar",""
"Female","90"
"Male","61"
"Dhanuk",""
"Female","1822"
"Male","1620"
"Dhobi",""
"Female","168"
"Male","151"
"Dom",""
"Female","74"
"Male","58"
"Dusadh/ Pasawan/ Pasi",""
"Female","262"
"Male","265"
"Hajam/Thakur",""
"Female","368"
"Male","339"
"Halwai",""
"Female","280"
"Male","261"
"Janajati Others",""
"Female","26"
"Male","18"
"Kalwar",""
"Female","28"
"Male","26"
"Kami",""
"Female","163"
"Male","144"
"Kathabaniyan",""
"Female","186"
"Male","185"
"Kayastha",""
"Female","6"
"Male","5"
"Kewat",""
"Female","11"
"Male","5"
"Khatwe",""
"Female","1241"
"Male","1206"
"Koiri/Kushwaha",""
"Female","391"
"Male","346"
"Kumal",""
"Female","64"
"Male","75"
"Kumhar",""
"Female","735"
"Male","691"
"Kurmi",""
"Female","11"
"Male","12"
"Lohar",""
"Female","51"
"Male","52"
"Mali",""
"Female","14"
"Male","13"
"Mallaha",""
"Female","275"
"Male","290"
"Musahar",""
"Female","1433"
"Male","1504"
"Musalman",""
"Female","2620"
"Male","2390"
"Newar",""
"Female","12"
"Male","12"
"Others",""
"Female","36"
"Male","27"
"Punjabi/Sikh",""
"Female","11"
"Male","6"
"Rai",""
"Female","196"
"Male","195"
"Rajbhar",""
"Female","15"
"Male","7"
"Rajdhob",""
"Female","287"
"Male","219"
"Rajput",""
"Female","14"
"Male","16"
"Sanyasi/Dasnami",""
"Female","47"
"Male","49"
"Satar/ Santhal",""
"Female","33"
"Male","32"
"Sonar",""
"Female","10"
"Male","6"
"Sudhi",""
"Female","144"
"Male","131"
"Sunuwar",""
"Female","51"
"Male","46"
"Tatma/Tatwa",""
"Female","22"
"Male","28"
"Teli",""
"Female","2597"
"Male","2439"
"Terai Others",""
"Female","766"
"Male","756"
"Tharu",""
"Female","2316"
"Male","1962"
"Undefined Others",""
"Female","23"
"Male","18"
"Yadav",""
"Female","3158"
"Male","3131"
