"Population by Educational Attainment","Number"
"Beginners",""
"Female","389"
"Male","543"
"Graduate and Equivalent",""
"Female","67"
"Male","368"
"Intermediate and Equivalent",""
"Female","339"
"Male","743"
"Level not Stated",""
"Female","74"
"Male","168"
"Lower Secondary (Class 6-8)",""
"Female","1597"
"Male","2483"
"Non Formal Education",""
"Female","49"
"Male","80"
"Others",""
"Female","43"
"Male","26"
"Post Graduate Equivalent and Above",""
"Female","6"
"Male","58"
"Primary Education (1-5 Class)",""
"Female","4019"
"Male","4793"
"Secondary Level (Class 9-10)",""
"Female","789"
"Male","1833"
"SLC and Equivalent",""
"Female","540"
"Male","1394"
