"Population by Educational Attainment","Number"
"Beginners",""
"Female","482"
"Male","578"
"","1060"
"Graduate and Equivalent",""
"Female","110"
"Male","182"
"","292"
"Intermediate and Equivalent",""
"Female","642"
"Male","722"
"","1364"
"Level not Stated",""
"Female","21"
"Male","18"
"","39"
"Lower Secondary (Class 6-8)",""
"Female","2018"
"Male","2306"
"","4324"
"Non Formal Education",""
"Female","208"
"Male","226"
"","434"
"Others",""
"Female","4"
"Male","15"
"","19"
"Post Graduate Equivalent and Above",""
"Female","18"
"Male","66"
"","84"
"Primary Education (1-5 Class)",""
"Female","3945"
"Male","4704"
"","8649"
"Secondary Level (Class 9-10)",""
"Female","1066"
"Male","1189"
"","2255"
"SLC and Equivalent",""
"Female","1015"
"Male","1250"
"","2265"
