"Population by Educational Attainment","Number"
"Beginners",""
"Female","133"
"Male","145"
"Graduate and Equivalent",""
"Female","68"
"Male","129"
"Intermediate and Equivalent",""
"Female","361"
"Male","328"
"Level not Stated",""
"Female","7"
"Male","3"
"Lower Secondary (Class 6-8)",""
"Female","1414"
"Male","1116"
"Non Formal Education",""
"Female","460"
"Male","325"
"Others",""
"Female","4"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","10"
"Male","68"
"Primary Education (1-5 Class)",""
"Female","1988"
"Male","1802"
"Secondary Level (Class 9-10)",""
"Female","905"
"Male","850"
"SLC and Equivalent",""
"Female","681"
"Male","680"
