"Population by Educational Attainment","Number"
"Beginners",""
"Female","393"
"Male","512"
"Graduate and Equivalent",""
"Female","79"
"Male","139"
"Intermediate and Equivalent",""
"Female","511"
"Male","432"
"Level not Stated",""
"Female","30"
"Male","19"
"Lower Secondary (Class 6-8)",""
"Female","3070"
"Male","2367"
"Non Formal Education",""
"Female","924"
"Male","442"
"Others",""
"Female","4"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","13"
"Male","61"
"Primary Education (1-5 Class)",""
"Female","4262"
"Male","4331"
"Secondary Level (Class 9-10)",""
"Female","1433"
"Male","1172"
"SLC and Equivalent",""
"Female","1181"
"Male","1046"
