"Population by Educational Attainment","Number"
"Beginners",""
"Female","76"
"Male","96"
"","172"
"Graduate and Equivalent",""
"Female","27"
"Male","130"
"","157"
"Intermediate and Equivalent",""
"Female","151"
"Male","289"
"","440"
"Level not Stated",""
"Female","61"
"Male","60"
"","121"
"Lower Secondary (Class 6-8)",""
"Female","680"
"Male","908"
"","1588"
"Non Formal Education",""
"Female","104"
"Male","111"
"","215"
"Others",""
"Female","2"
"Male","10"
"","12"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","32"
"","32"
"Primary Education (1-5 Class)",""
"Female","1497"
"Male","1947"
"","3444"
"Secondary Level (Class 9-10)",""
"Female","280"
"Male","509"
"","789"
"SLC and Equivalent",""
"Female","236"
"Male","518"
"","754"
