"Population by Educational Attainment","Number"
"Beginners",""
"Female","211"
"Male","238"
"Graduate and Equivalent",""
"Female","32"
"Male","95"
"Intermediate and Equivalent",""
"Female","300"
"Male","351"
"Level not Stated",""
"Female","3"
"Male","11"
"Lower Secondary (Class 6-8)",""
"Female","1192"
"Male","1296"
"Non Formal Education",""
"Female","310"
"Male","210"
"Others",""
"Female","10"
"Male","12"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","40"
"Primary Education (1-5 Class)",""
"Female","2398"
"Male","2687"
"Secondary Level (Class 9-10)",""
"Female","637"
"Male","746"
"SLC and Equivalent",""
"Female","430"
"Male","554"
