"Population by Educational Attainment","Number"
"Beginners",""
"Female","127"
"Male","140"
"Graduate and Equivalent",""
"Female","13"
"Male","90"
"Intermediate and Equivalent",""
"Female","110"
"Male","230"
"Level not Stated",""
"Female","12"
"Male","13"
"Lower Secondary (Class 6-8)",""
"Female","342"
"Male","562"
"Non Formal Education",""
"Female","114"
"Male","93"
"Others",""
"Female","0"
"Male","1"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","26"
"Primary Education (1-5 Class)",""
"Female","896"
"Male","1152"
"Secondary Level (Class 9-10)",""
"Female","177"
"Male","340"
"SLC and Equivalent",""
"Female","143"
"Male","339"
