"Population by Educational Attainment","Number"
"Beginners",""
"Female","285"
"Male","243"
"","528"
"Graduate and Equivalent",""
"Female","4"
"Male","29"
"","33"
"Intermediate and Equivalent",""
"Female","10"
"Male","66"
"","76"
"Level not Stated",""
"Female","0"
"Male","0"
"","0"
"Lower Secondary (Class 6-8)",""
"Female","286"
"Male","529"
"","815"
"Non Formal Education",""
"Female","8"
"Male","8"
"","16"
"Others",""
"Female","3"
"Male","3"
"","6"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","8"
"","8"
"Primary Education (1-5 Class)",""
"Female","1151"
"Male","1283"
"","2434"
"Secondary Level (Class 9-10)",""
"Female","132"
"Male","277"
"","409"
"SLC and Equivalent",""
"Female","25"
"Male","118"
"","143"
