"Population by Educational Attainment","Number"
"Beginners",""
"Female","149"
"Male","176"
"Graduate and Equivalent",""
"Female","17"
"Male","53"
"Intermediate and Equivalent",""
"Female","68"
"Male","138"
"Level not Stated",""
"Female","8"
"Male","5"
"Lower Secondary (Class 6-8)",""
"Female","1141"
"Male","1065"
"Non Formal Education",""
"Female","164"
"Male","218"
"Others",""
"Female","0"
"Male","1"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","21"
"Primary Education (1-5 Class)",""
"Female","1862"
"Male","1941"
"Secondary Level (Class 9-10)",""
"Female","515"
"Male","568"
"SLC and Equivalent",""
"Female","392"
"Male","484"
