"Population by Single Year of Age","Number"
"0",""
"Female","139"
"Male","130"
"1",""
"Female","147"
"Male","127"
"10",""
"Female","220"
"Male","203"
"11",""
"Female","154"
"Male","145"
"12",""
"Female","215"
"Male","182"
"13",""
"Female","180"
"Male","167"
"14",""
"Female","207"
"Male","178"
"15",""
"Female","195"
"Male","200"
"16",""
"Female","178"
"Male","161"
"17",""
"Female","184"
"Male","195"
"18",""
"Female","149"
"Male","173"
"19",""
"Female","132"
"Male","105"
"2",""
"Female","123"
"Male","136"
"20",""
"Female","139"
"Male","108"
"21",""
"Female","128"
"Male","94"
"22",""
"Female","153"
"Male","96"
"23",""
"Female","118"
"Male","63"
"24",""
"Female","112"
"Male","67"
"25",""
"Female","124"
"Male","67"
"26",""
"Female","110"
"Male","62"
"27",""
"Female","91"
"Male","62"
"28",""
"Female","91"
"Male","57"
"29",""
"Female","71"
"Male","54"
"3",""
"Female","143"
"Male","148"
"30",""
"Female","139"
"Male","82"
"31",""
"Female","47"
"Male","45"
"32",""
"Female","77"
"Male","53"
"33",""
"Female","75"
"Male","48"
"34",""
"Female","74"
"Male","55"
"35",""
"Female","121"
"Male","79"
"36",""
"Female","79"
"Male","49"
"37",""
"Female","64"
"Male","53"
"38",""
"Female","65"
"Male","48"
"39",""
"Female","76"
"Male","58"
"4",""
"Female","150"
"Male","162"
"40",""
"Female","118"
"Male","98"
"41",""
"Female","62"
"Male","48"
"42",""
"Female","90"
"Male","70"
"43",""
"Female","56"
"Male","56"
"44",""
"Female","54"
"Male","57"
"45",""
"Female","114"
"Male","88"
"46",""
"Female","73"
"Male","58"
"47",""
"Female","68"
"Male","43"
"48",""
"Female","68"
"Male","62"
"49",""
"Female","63"
"Male","60"
"5",""
"Female","188"
"Male","186"
"50",""
"Female","89"
"Male","94"
"51",""
"Female","57"
"Male","62"
"52",""
"Female","57"
"Male","65"
"53",""
"Female","58"
"Male","53"
"54",""
"Female","40"
"Male","43"
"55",""
"Female","56"
"Male","74"
"56",""
"Female","54"
"Male","38"
"57",""
"Female","43"
"Male","31"
"58",""
"Female","44"
"Male","52"
"59",""
"Female","58"
"Male","50"
"6",""
"Female","194"
"Male","174"
"60",""
"Female","71"
"Male","59"
"61",""
"Female","38"
"Male","48"
"62",""
"Female","30"
"Male","38"
"63",""
"Female","37"
"Male","34"
"64",""
"Female","32"
"Male","27"
"65",""
"Female","40"
"Male","30"
"66",""
"Female","22"
"Male","24"
"67",""
"Female","40"
"Male","28"
"68",""
"Female","35"
"Male","22"
"69",""
"Female","14"
"Male","14"
"7",""
"Female","184"
"Male","159"
"70",""
"Female","52"
"Male","51"
"71",""
"Female","20"
"Male","14"
"72",""
"Female","27"
"Male","25"
"73",""
"Female","18"
"Male","24"
"74",""
"Female","19"
"Male","18"
"75",""
"Female","31"
"Male","19"
"76",""
"Female","11"
"Male","11"
"77",""
"Female","12"
"Male","13"
"78",""
"Female","32"
"Male","22"
"79",""
"Female","11"
"Male","12"
"8",""
"Female","192"
"Male","203"
"80",""
"Female","21"
"Male","15"
"81",""
"Female","6"
"Male","3"
"82",""
"Female","11"
"Male","17"
"83",""
"Female","5"
"Male","6"
"84",""
"Female","10"
"Male","10"
"85",""
"Female","27"
"Male","22"
"9",""
"Female","148"
"Male","172"
