"Population by Single Year of Age","Number"
"0",""
"Female","260"
"Male","249"
"1",""
"Female","210"
"Male","195"
"10",""
"Female","370"
"Male","390"
"11",""
"Female","336"
"Male","334"
"12",""
"Female","374"
"Male","422"
"13",""
"Female","362"
"Male","360"
"14",""
"Female","417"
"Male","367"
"15",""
"Female","337"
"Male","329"
"16",""
"Female","350"
"Male","304"
"17",""
"Female","335"
"Male","278"
"18",""
"Female","385"
"Male","312"
"19",""
"Female","241"
"Male","192"
"2",""
"Female","239"
"Male","223"
"20",""
"Female","285"
"Male","247"
"21",""
"Female","216"
"Male","173"
"22",""
"Female","270"
"Male","218"
"23",""
"Female","208"
"Male","173"
"24",""
"Female","197"
"Male","169"
"25",""
"Female","231"
"Male","183"
"26",""
"Female","189"
"Male","178"
"27",""
"Female","196"
"Male","164"
"28",""
"Female","219"
"Male","170"
"29",""
"Female","94"
"Male","110"
"3",""
"Female","212"
"Male","218"
"30",""
"Female","267"
"Male","208"
"31",""
"Female","108"
"Male","90"
"32",""
"Female","176"
"Male","153"
"33",""
"Female","115"
"Male","112"
"34",""
"Female","132"
"Male","103"
"35",""
"Female","246"
"Male","192"
"36",""
"Female","153"
"Male","144"
"37",""
"Female","124"
"Male","122"
"38",""
"Female","155"
"Male","132"
"39",""
"Female","84"
"Male","105"
"4",""
"Female","295"
"Male","302"
"40",""
"Female","276"
"Male","257"
"41",""
"Female","87"
"Male","84"
"42",""
"Female","143"
"Male","148"
"43",""
"Female","124"
"Male","84"
"44",""
"Female","93"
"Male","82"
"45",""
"Female","163"
"Male","171"
"46",""
"Female","77"
"Male","97"
"47",""
"Female","86"
"Male","88"
"48",""
"Female","129"
"Male","115"
"49",""
"Female","83"
"Male","70"
"5",""
"Female","294"
"Male","324"
"50",""
"Female","198"
"Male","189"
"51",""
"Female","63"
"Male","76"
"52",""
"Female","104"
"Male","129"
"53",""
"Female","69"
"Male","64"
"54",""
"Female","69"
"Male","70"
"55",""
"Female","111"
"Male","119"
"56",""
"Female","69"
"Male","69"
"57",""
"Female","65"
"Male","87"
"58",""
"Female","54"
"Male","72"
"59",""
"Female","58"
"Male","54"
"6",""
"Female","289"
"Male","291"
"60",""
"Female","130"
"Male","127"
"61",""
"Female","43"
"Male","59"
"62",""
"Female","56"
"Male","60"
"63",""
"Female","43"
"Male","35"
"64",""
"Female","32"
"Male","40"
"65",""
"Female","89"
"Male","82"
"66",""
"Female","40"
"Male","45"
"67",""
"Female","48"
"Male","49"
"68",""
"Female","48"
"Male","50"
"69",""
"Female","22"
"Male","29"
"7",""
"Female","337"
"Male","298"
"70",""
"Female","66"
"Male","64"
"71",""
"Female","17"
"Male","20"
"72",""
"Female","37"
"Male","33"
"73",""
"Female","26"
"Male","24"
"74",""
"Female","21"
"Male","22"
"75",""
"Female","47"
"Male","47"
"76",""
"Female","13"
"Male","23"
"77",""
"Female","19"
"Male","19"
"78",""
"Female","33"
"Male","36"
"79",""
"Female","13"
"Male","14"
"8",""
"Female","314"
"Male","330"
"80",""
"Female","29"
"Male","24"
"81",""
"Female","8"
"Male","16"
"82",""
"Female","4"
"Male","18"
"83",""
"Female","10"
"Male","8"
"84",""
"Female","4"
"Male","12"
"85",""
"Female","49"
"Male","55"
"9",""
"Female","353"
"Male","336"
