"Population by Single Year of Age","Number"
"0",""
"Female","144"
"Male","174"
"1",""
"Female","197"
"Male","203"
"10",""
"Female","269"
"Male","286"
"11",""
"Female","222"
"Male","235"
"12",""
"Female","271"
"Male","307"
"13",""
"Female","244"
"Male","270"
"14",""
"Female","247"
"Male","260"
"15",""
"Female","244"
"Male","262"
"16",""
"Female","241"
"Male","232"
"17",""
"Female","266"
"Male","259"
"18",""
"Female","251"
"Male","214"
"19",""
"Female","209"
"Male","160"
"2",""
"Female","200"
"Male","197"
"20",""
"Female","261"
"Male","160"
"21",""
"Female","211"
"Male","118"
"22",""
"Female","198"
"Male","137"
"23",""
"Female","197"
"Male","113"
"24",""
"Female","181"
"Male","116"
"25",""
"Female","232"
"Male","106"
"26",""
"Female","168"
"Male","98"
"27",""
"Female","152"
"Male","115"
"28",""
"Female","168"
"Male","95"
"29",""
"Female","102"
"Male","68"
"3",""
"Female","183"
"Male","199"
"30",""
"Female","180"
"Male","113"
"31",""
"Female","107"
"Male","68"
"32",""
"Female","144"
"Male","101"
"33",""
"Female","101"
"Male","71"
"34",""
"Female","104"
"Male","64"
"35",""
"Female","167"
"Male","111"
"36",""
"Female","138"
"Male","87"
"37",""
"Female","115"
"Male","81"
"38",""
"Female","111"
"Male","87"
"39",""
"Female","91"
"Male","73"
"4",""
"Female","222"
"Male","193"
"40",""
"Female","175"
"Male","137"
"41",""
"Female","93"
"Male","74"
"42",""
"Female","116"
"Male","87"
"43",""
"Female","101"
"Male","81"
"44",""
"Female","97"
"Male","52"
"45",""
"Female","127"
"Male","114"
"46",""
"Female","91"
"Male","73"
"47",""
"Female","82"
"Male","65"
"48",""
"Female","88"
"Male","60"
"49",""
"Female","69"
"Male","61"
"5",""
"Female","219"
"Male","198"
"50",""
"Female","141"
"Male","119"
"51",""
"Female","52"
"Male","58"
"52",""
"Female","78"
"Male","62"
"53",""
"Female","48"
"Male","63"
"54",""
"Female","67"
"Male","55"
"55",""
"Female","85"
"Male","82"
"56",""
"Female","63"
"Male","62"
"57",""
"Female","70"
"Male","63"
"58",""
"Female","74"
"Male","71"
"59",""
"Female","54"
"Male","59"
"6",""
"Female","198"
"Male","219"
"60",""
"Female","101"
"Male","83"
"61",""
"Female","57"
"Male","53"
"62",""
"Female","56"
"Male","45"
"63",""
"Female","48"
"Male","44"
"64",""
"Female","58"
"Male","43"
"65",""
"Female","62"
"Male","61"
"66",""
"Female","38"
"Male","32"
"67",""
"Female","52"
"Male","50"
"68",""
"Female","30"
"Male","43"
"69",""
"Female","22"
"Male","30"
"7",""
"Female","233"
"Male","244"
"70",""
"Female","70"
"Male","42"
"71",""
"Female","27"
"Male","30"
"72",""
"Female","21"
"Male","33"
"73",""
"Female","23"
"Male","32"
"74",""
"Female","21"
"Male","23"
"75",""
"Female","35"
"Male","34"
"76",""
"Female","11"
"Male","17"
"77",""
"Female","12"
"Male","20"
"78",""
"Female","21"
"Male","19"
"79",""
"Female","10"
"Male","8"
"8",""
"Female","226"
"Male","236"
"80",""
"Female","23"
"Male","14"
"81",""
"Female","3"
"Male","5"
"82",""
"Female","5"
"Male","7"
"83",""
"Female","11"
"Male","7"
"84",""
"Female","12"
"Male","8"
"85",""
"Female","40"
"Male","28"
"9",""
"Female","217"
"Male","220"
