"Population by Educational Attainment","Number"
"Beginners",""
"Female","172"
"Male","240"
"Graduate and Equivalent",""
"Female","39"
"Male","57"
"Intermediate and Equivalent",""
"Female","125"
"Male","156"
"Level not Stated",""
"Female","27"
"Male","39"
"Lower Secondary (Class 6-8)",""
"Female","1458"
"Male","1511"
"Non Formal Education",""
"Female","456"
"Male","286"
"Others",""
"Female","5"
"Male","4"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","26"
"Primary Education (1-5 Class)",""
"Female","3192"
"Male","3356"
"Secondary Level (Class 9-10)",""
"Female","547"
"Male","643"
"SLC and Equivalent",""
"Female","284"
"Male","368"
