"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","73"
"Male","81"
"Bin",""
"Female","281"
"Male","315"
"Brahman - Hill",""
"Female","46"
"Male","47"
"Brahman - Tarai",""
"Female","20"
"Male","25"
"Chamar/ Harijan/ Ram",""
"Female","1192"
"Male","1188"
"Chhetri",""
"Female","32"
"Male","30"
"Dhankar/ Dharikar",""
"Female","18"
"Male","18"
"Dhanuk",""
"Female","94"
"Male","84"
"Dhobi",""
"Female","78"
"Male","80"
"Dom",""
"Female","9"
"Male","10"
"Dusadh/ Pasawan/ Pasi",""
"Female","1313"
"Male","1378"
"Hajam/Thakur",""
"Female","167"
"Male","151"
"Kahar",""
"Female","50"
"Male","53"
"Kalwar",""
"Female","455"
"Male","484"
"Kami",""
"Female","66"
"Male","82"
"Kanu",""
"Female","474"
"Male","517"
"Kathabaniyan",""
"Female","68"
"Male","70"
"Koiri/Kushwaha",""
"Female","67"
"Male","74"
"Kumal",""
"Female","310"
"Male","324"
"Kumhar",""
"Female","400"
"Male","407"
"Kurmi",""
"Female","127"
"Male","140"
"Lohar",""
"Female","38"
"Male","46"
"Mallaha",""
"Female","557"
"Male","593"
"Musahar",""
"Female","531"
"Male","577"
"Musalman",""
"Female","306"
"Male","352"
"Natuwa",""
"Female","122"
"Male","122"
"Nuniya",""
"Female","18"
"Male","20"
"Others",""
"Female","38"
"Male","26"
"Sanyasi/Dasnami",""
"Female","22"
"Male","18"
"Sonar",""
"Female","38"
"Male","42"
"Tatma/Tatwa",""
"Female","227"
"Male","226"
"Teli",""
"Female","710"
"Male","770"
"Tharu",""
"Female","4929"
"Male","4951"
"Yadav",""
"Female","476"
"Male","538"
