"Population by Educational Attainment","Number"
"Beginners",""
"Female","225"
"Male","234"
"Graduate and Equivalent",""
"Female","13"
"Male","113"
"Intermediate and Equivalent",""
"Female","108"
"Male","287"
"Level not Stated",""
"Female","12"
"Male","21"
"Lower Secondary (Class 6-8)",""
"Female","867"
"Male","1555"
"Non Formal Education",""
"Female","54"
"Male","77"
"Others",""
"Female","7"
"Male","4"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","19"
"Primary Education (1-5 Class)",""
"Female","2334"
"Male","3386"
"Secondary Level (Class 9-10)",""
"Female","361"
"Male","800"
"SLC and Equivalent",""
"Female","329"
"Male","780"
