"Population by Single Year of Age","Number"
"0",""
"Female","441"
"Male","508"
"1",""
"Female","301"
"Male","334"
"10",""
"Female","1014"
"Male","1133"
"11",""
"Female","465"
"Male","430"
"12",""
"Female","818"
"Male","905"
"13",""
"Female","470"
"Male","491"
"14",""
"Female","522"
"Male","576"
"15",""
"Female","550"
"Male","656"
"16",""
"Female","488"
"Male","544"
"17",""
"Female","311"
"Male","361"
"18",""
"Female","499"
"Male","523"
"19",""
"Female","222"
"Male","196"
"2",""
"Female","629"
"Male","615"
"20",""
"Female","821"
"Male","635"
"21",""
"Female","193"
"Male","196"
"22",""
"Female","432"
"Male","350"
"23",""
"Female","217"
"Male","186"
"24",""
"Female","270"
"Male","212"
"25",""
"Female","896"
"Male","574"
"26",""
"Female","228"
"Male","208"
"27",""
"Female","202"
"Male","199"
"28",""
"Female","429"
"Male","277"
"29",""
"Female","121"
"Male","90"
"3",""
"Female","573"
"Male","630"
"30",""
"Female","961"
"Male","626"
"31",""
"Female","104"
"Male","64"
"32",""
"Female","394"
"Male","255"
"33",""
"Female","145"
"Male","93"
"34",""
"Female","140"
"Male","66"
"35",""
"Female","994"
"Male","657"
"36",""
"Female","187"
"Male","149"
"37",""
"Female","162"
"Male","121"
"38",""
"Female","291"
"Male","183"
"39",""
"Female","85"
"Male","79"
"4",""
"Female","555"
"Male","534"
"40",""
"Female","900"
"Male","707"
"41",""
"Female","77"
"Male","59"
"42",""
"Female","219"
"Male","227"
"43",""
"Female","78"
"Male","66"
"44",""
"Female","62"
"Male","70"
"45",""
"Female","707"
"Male","644"
"46",""
"Female","68"
"Male","103"
"47",""
"Female","70"
"Male","91"
"48",""
"Female","165"
"Male","157"
"49",""
"Female","49"
"Male","37"
"5",""
"Female","659"
"Male","742"
"50",""
"Female","653"
"Male","660"
"51",""
"Female","60"
"Male","60"
"52",""
"Female","108"
"Male","121"
"53",""
"Female","58"
"Male","55"
"54",""
"Female","48"
"Male","43"
"55",""
"Female","509"
"Male","618"
"56",""
"Female","63"
"Male","76"
"57",""
"Female","51"
"Male","69"
"58",""
"Female","141"
"Male","133"
"59",""
"Female","51"
"Male","50"
"6",""
"Female","598"
"Male","616"
"60",""
"Female","536"
"Male","614"
"61",""
"Female","51"
"Male","50"
"62",""
"Female","92"
"Male","124"
"63",""
"Female","46"
"Male","25"
"64",""
"Female","30"
"Male","26"
"65",""
"Female","366"
"Male","424"
"66",""
"Female","24"
"Male","42"
"67",""
"Female","28"
"Male","27"
"68",""
"Female","44"
"Male","77"
"69",""
"Female","12"
"Male","30"
"7",""
"Female","659"
"Male","658"
"70",""
"Female","262"
"Male","317"
"71",""
"Female","18"
"Male","25"
"72",""
"Female","34"
"Male","54"
"73",""
"Female","10"
"Male","18"
"74",""
"Female","7"
"Male","6"
"75",""
"Female","128"
"Male","141"
"76",""
"Female","2"
"Male","14"
"77",""
"Female","6"
"Male","1"
"78",""
"Female","13"
"Male","11"
"79",""
"Female","4"
"Male","6"
"8",""
"Female","777"
"Male","853"
"80",""
"Female","62"
"Male","62"
"81",""
"Female","1"
"Male","3"
"82",""
"Female","6"
"Male","2"
"83",""
"Female","0"
"Male","1"
"84",""
"Female","2"
"Male","3"
"85",""
"Female","55"
"Male","43"
"9",""
"Female","475"
"Male","431"
