"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","13"
"Male","12"
"Badi",""
"Female","33"
"Male","32"
"Bangali",""
"Female","29"
"Male","26"
"Bantar/Sardar",""
"Female","119"
"Male","97"
"Baraee",""
"Female","477"
"Male","455"
"Bin",""
"Female","1221"
"Male","1061"
"Brahman - Hill",""
"Female","16"
"Male","5"
"Brahman - Tarai",""
"Female","179"
"Male","182"
"Chamar/ Harijan/ Ram",""
"Female","1155"
"Male","1090"
"Chhetri",""
"Female","54"
"Male","54"
"Dhankar/ Dharikar",""
"Female","22"
"Male","23"
"Dhanuk",""
"Female","554"
"Male","479"
"Dhobi",""
"Female","647"
"Male","628"
"Dhunia",""
"Female","33"
"Male","41"
"Dom",""
"Female","62"
"Male","52"
"Dusadh/ Pasawan/ Pasi",""
"Female","1467"
"Male","1352"
"Gaderi/Bhedihar",""
"Female","35"
"Male","25"
"Hajam/Thakur",""
"Female","345"
"Male","377"
"Halwai",""
"Female","340"
"Male","334"
"Kalar",""
"Female","8"
"Male","12"
"Kalwar",""
"Female","111"
"Male","96"
"Kami",""
"Female","8"
"Male","8"
"Kathabaniyan",""
"Female","129"
"Male","134"
"Kayastha",""
"Female","15"
"Male","12"
"Kewat",""
"Female","3962"
"Male","3763"
"Khatwe",""
"Female","447"
"Male","393"
"Koiri/Kushwaha",""
"Female","84"
"Male","94"
"Kumhar",""
"Female","63"
"Male","50"
"Kurmi",""
"Female","65"
"Male","69"
"Lohar",""
"Female","92"
"Male","102"
"Mali",""
"Female","48"
"Male","49"
"Mallaha",""
"Female","160"
"Male","155"
"Musahar",""
"Female","885"
"Male","912"
"Musalman",""
"Female","1018"
"Male","838"
"Newar",""
"Female","11"
"Male","11"
"Nuniya",""
"Female","72"
"Male","70"
"Others",""
"Female","38"
"Male","16"
"Punjabi/Sikh",""
"Female","7"
"Male","9"
"Rajput",""
"Female","9"
"Male","7"
"Raute",""
"Female","30"
"Male","26"
"Sarbaria",""
"Female","8"
"Male","8"
"Sonar",""
"Female","105"
"Male","112"
"Sudhi",""
"Female","550"
"Male","496"
"Sunuwar",""
"Female","42"
"Male","49"
"Tamang",""
"Female","24"
"Male","14"
"Tatma/Tatwa",""
"Female","1103"
"Male","933"
"Teli",""
"Female","594"
"Male","610"
"Terai Others",""
"Female","295"
"Male","261"
"Undefined Others",""
"Female","12"
"Male","11"
"Yadav",""
"Female","7468"
"Male","7496"
"Yakkha",""
"Female","10"
"Male","7"
