"Population by disability type","Number"
"Blind/low vision",""
"Female","18"
"Male","13"
"","31"
"Deaf/hard of hearing",""
"Female","23"
"Male","24"
"","47"
"Deaf-Blind",""
"Female","1"
"Male","0"
"","1"
"Intellectual disable",""
"Female","0"
"Male","2"
"","2"
"Mental disable",""
"Female","1"
"Male","1"
"","2"
"Multiple disable",""
"Female","12"
"Male","8"
"","20"
"No disability",""
"Female","2717"
"Male","2516"
"","5233"
"Physical",""
"Female","18"
"Male","25"
"","43"
"Speech problem",""
"Female","8"
"Male","9"
"","17"
