"Population by Caste Ethinicity","Number"
"Bangali",""
"Female","47"
"Male","49"
"","96"
"Baraee",""
"Female","60"
"Male","58"
"","118"
"Bhote",""
"Female","16"
"Male","20"
"","36"
"Bin",""
"Female","320"
"Male","352"
"","672"
"Brahman - Hill",""
"Female","61"
"Male","63"
"","124"
"Brahman - Tarai",""
"Female","117"
"Male","109"
"","226"
"Chamar/ Harijan/ Ram",""
"Female","710"
"Male","761"
"","1471"
"Chhetri",""
"Female","5"
"Male","10"
"","15"
"Damai/Dholi",""
"Female","20"
"Male","34"
"","54"
"Dhobi",""
"Female","537"
"Male","576"
"","1113"
"Dom",""
"Female","39"
"Male","35"
"","74"
"Dusadh/ Pasawan/ Pasi",""
"Female","327"
"Male","333"
"","660"
"Gharti/Bhujel",""
"Female","13"
"Male","12"
"","25"
"Hajam/Thakur",""
"Female","327"
"Male","373"
"","700"
"Halkhor",""
"Female","14"
"Male","11"
"","25"
"Kahar",""
"Female","7"
"Male","15"
"","22"
"Kalwar",""
"Female","1472"
"Male","1607"
"","3079"
"Kamar",""
"Female","24"
"Male","23"
"","47"
"Kanu",""
"Female","412"
"Male","443"
"","855"
"Kathabaniyan",""
"Female","410"
"Male","483"
"","893"
"Kayastha",""
"Female","25"
"Male","24"
"","49"
"Koiri/Kushwaha",""
"Female","1020"
"Male","1037"
"","2057"
"Kumal",""
"Female","59"
"Male","61"
"","120"
"Kumhar",""
"Female","260"
"Male","308"
"","568"
"Kurmi",""
"Female","2403"
"Male","2502"
"","4905"
"Lohar",""
"Female","496"
"Male","523"
"","1019"
"Magar",""
"Female","11"
"Male","17"
"","28"
"Mali",""
"Female","28"
"Male","43"
"","71"
"Mallaha",""
"Female","14"
"Male","13"
"","27"
"Musahar",""
"Female","36"
"Male","38"
"","74"
"Musalman",""
"Female","1367"
"Male","1394"
"","2761"
"Nuniya",""
"Female","211"
"Male","250"
"","461"
"Others",""
"Female","30"
"Male","23"
"","53"
"Rai",""
"Female","7"
"Male","6"
"","13"
"Sanyasi/Dasnami",""
"Female","38"
"Male","57"
"","95"
"Sonar",""
"Female","95"
"Male","103"
"","198"
"Sudhi",""
"Female","28"
"Male","42"
"","70"
"Tamang",""
"Female","8"
"Male","11"
"","19"
"Tatma/Tatwa",""
"Female","448"
"Male","537"
"","985"
"Teli",""
"Female","898"
"Male","907"
"","1805"
"Terai Others",""
"Female","109"
"Male","131"
"","240"
"Thakuri",""
"Female","60"
"Male","72"
"","132"
"Yadav",""
"Female","3415"
"Male","3775"
"","7190"
"Yakkha",""
"Female","10"
"Male","10"
"","20"
