"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","8"
"Male","13"
"","21"
"Baraee",""
"Female","40"
"Male","50"
"","90"
"Bin",""
"Female","23"
"Male","23"
"","46"
"Brahman - Hill",""
"Female","743"
"Male","634"
"","1377"
"Brahman - Tarai",""
"Female","102"
"Male","105"
"","207"
"Chamar/ Harijan/ Ram",""
"Female","836"
"Male","859"
"","1695"
"Chhetri",""
"Female","762"
"Male","697"
"","1459"
"Damai/Dholi",""
"Female","30"
"Male","43"
"","73"
"Danuwar",""
"Female","1186"
"Male","1117"
"","2303"
"Dhanuk",""
"Female","111"
"Male","92"
"","203"
"Dhobi",""
"Female","67"
"Male","78"
"","145"
"Dhunia",""
"Female","466"
"Male","493"
"","959"
"Dom",""
"Female","16"
"Male","16"
"","32"
"Dusadh/ Pasawan/ Pasi",""
"Female","122"
"Male","121"
"","243"
"Gharti/Bhujel",""
"Female","20"
"Male","16"
"","36"
"Hajam/Thakur",""
"Female","149"
"Male","148"
"","297"
"Kalwar",""
"Female","557"
"Male","624"
"","1181"
"Kami",""
"Female","206"
"Male","239"
"","445"
"Kanu",""
"Female","150"
"Male","161"
"","311"
"Kathabaniyan",""
"Female","458"
"Male","447"
"","905"
"Kayastha",""
"Female","58"
"Male","64"
"","122"
"Khatwe",""
"Female","27"
"Male","42"
"","69"
"Koiri/Kushwaha",""
"Female","1004"
"Male","1035"
"","2039"
"Kumal",""
"Female","7"
"Male","6"
"","13"
"Kumhar",""
"Female","57"
"Male","46"
"","103"
"Kurmi",""
"Female","184"
"Male","214"
"","398"
"Lohar",""
"Female","223"
"Male","230"
"","453"
"Magar",""
"Female","324"
"Male","283"
"","607"
"Majhi",""
"Female","182"
"Male","202"
"","384"
"Mallaha",""
"Female","32"
"Male","29"
"","61"
"Marwadi",""
"Female","14"
"Male","15"
"","29"
"Musahar",""
"Female","872"
"Male","968"
"","1840"
"Musalman",""
"Female","3668"
"Male","3568"
"","7236"
"Newar",""
"Female","119"
"Male","112"
"","231"
"Nuniya",""
"Female","43"
"Male","37"
"","80"
"Others",""
"Female","42"
"Male","16"
"","58"
"Rai",""
"Female","21"
"Male","27"
"","48"
"Rajput",""
"Female","15"
"Male","13"
"","28"
"Sanyasi/Dasnami",""
"Female","57"
"Male","60"
"","117"
"Sarki",""
"Female","8"
"Male","11"
"","19"
"Sonar",""
"Female","63"
"Male","55"
"","118"
"Sudhi",""
"Female","88"
"Male","87"
"","175"
"Tamang",""
"Female","387"
"Male","357"
"","744"
"Tatma/Tatwa",""
"Female","331"
"Male","356"
"","687"
"Teli",""
"Female","593"
"Male","613"
"","1206"
"Terai Others",""
"Female","10"
"Male","6"
"","16"
"Thakuri",""
"Female","17"
"Male","12"
"","29"
"Tharu",""
"Female","3403"
"Male","3217"
"","6620"
"Undefined Others",""
"Female","16"
"Male","18"
"","34"
"Yadav",""
"Female","867"
"Male","892"
"","1759"
