"Population by disability type","Number"
"Blind/low vision",""
"Female","29"
"Male","45"
"","74"
"Deaf/hard of hearing",""
"Female","19"
"Male","16"
"","35"
"Deaf-Blind",""
"Female","2"
"Male","0"
"","2"
"Intellectual disable",""
"Female","4"
"Male","11"
"","15"
"Mental disable",""
"Female","12"
"Male","20"
"","32"
"Multiple disable",""
"Female","12"
"Male","11"
"","23"
"No disability",""
"Female","18615"
"Male","18312"
"","36927"
"Physical",""
"Female","64"
"Male","98"
"","162"
"Speech problem",""
"Female","27"
"Male","54"
"","81"
