"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","16"
"Male","11"
"","27"
"Badi",""
"Female","100"
"Male","105"
"","205"
"Bangali",""
"Female","40"
"Male","63"
"","103"
"Bantaba",""
"Female","3"
"Male","13"
"","16"
"Bantar/Sardar",""
"Female","4"
"Male","8"
"","12"
"Baraee",""
"Female","10"
"Male","19"
"","29"
"Bhote",""
"Female","9"
"Male","11"
"","20"
"Brahman - Hill",""
"Female","20922"
"Male","21597"
"","42519"
"Brahman - Tarai",""
"Female","123"
"Male","143"
"","266"
"Chamar/ Harijan/ Ram",""
"Female","13"
"Male","41"
"","54"
"Chhetri",""
"Female","29506"
"Male","29137"
"","58643"
"Dalit Others",""
"Female","528"
"Male","554"
"","1082"
"Damai/Dholi",""
"Female","791"
"Male","746"
"","1537"
"Danuwar",""
"Female","46"
"Male","65"
"","111"
"Dhanuk",""
"Female","54"
"Male","79"
"","133"
"Dhimal",""
"Female","39"
"Male","35"
"","74"
"Foreigner",""
"Female","14"
"Male","23"
"","37"
"Gaine",""
"Female","19"
"Male","20"
"","39"
"Ghale",""
"Female","37"
"Male","36"
"","73"
"Gharti/Bhujel",""
"Female","474"
"Male","469"
"","943"
"Gurung",""
"Female","793"
"Male","728"
"","1521"
"Hajam/Thakur",""
"Female","122"
"Male","240"
"","362"
"Halwai",""
"Female","54"
"Male","95"
"","149"
"Jhangad/ Dhagar",""
"Female","9"
"Male","12"
"","21"
"Jirel",""
"Female","13"
"Male","8"
"","21"
"Kalwar",""
"Female","31"
"Male","75"
"","106"
"Kami",""
"Female","944"
"Male","943"
"","1887"
"Kanu",""
"Female","7"
"Male","4"
"","11"
"Kathabaniyan",""
"Female","52"
"Male","67"
"","119"
"Kayastha",""
"Female","65"
"Male","81"
"","146"
"Kewat",""
"Female","6"
"Male","12"
"","18"
"Khawas",""
"Female","2"
"Male","9"
"","11"
"Koiri/Kushwaha",""
"Female","61"
"Male","164"
"","225"
"Kumal",""
"Female","33"
"Male","35"
"","68"
"Kurmi",""
"Female","12"
"Male","54"
"","66"
"Limbu",""
"Female","562"
"Male","509"
"","1071"
"Lohar",""
"Female","6"
"Male","8"
"","14"
"Magar",""
"Female","3271"
"Male","3199"
"","6470"
"Majhi",""
"Female","247"
"Male","232"
"","479"
"Mallaha",""
"Female","5"
"Male","9"
"","14"
"Marwadi",""
"Female","18"
"Male","26"
"","44"
"Musalman",""
"Female","394"
"Male","996"
"","1390"
"Newar",""
"Female","69532"
"Male","68698"
"","138230"
"Others",""
"Female","214"
"Male","317"
"","531"
"Pahari",""
"Female","34"
"Male","34"
"","68"
"Punjabi/Sikh",""
"Female","16"
"Male","18"
"","34"
"Rai",""
"Female","1833"
"Male","1594"
"","3427"
"Rajbansi",""
"Female","25"
"Male","33"
"","58"
"Rajput",""
"Female","40"
"Male","52"
"","92"
"Sanyasi/Dasnami",""
"Female","1546"
"Male","1377"
"","2923"
"Sarki",""
"Female","757"
"Male","649"
"","1406"
"Satar/ Santhal",""
"Female","6"
"Male","7"
"","13"
"Sherpa",""
"Female","143"
"Male","134"
"","277"
"Sudhi",""
"Female","77"
"Male","84"
"","161"
"Sunuwar",""
"Female","156"
"Male","136"
"","292"
"Tajpuriya",""
"Female","5"
"Male","6"
"","11"
"Tamang",""
"Female","13525"
"Male","13290"
"","26815"
"Tatma/Tatwa",""
"Female","3"
"Male","9"
"","12"
"Teli",""
"Female","120"
"Male","308"
"","428"
"Terai Others",""
"Female","153"
"Male","312"
"","465"
"Thakuri",""
"Female","576"
"Male","645"
"","1221"
"Thami",""
"Female","43"
"Male","54"
"","97"
"Tharu",""
"Female","562"
"Male","838"
"","1400"
"Thulung",""
"Female","5"
"Male","7"
"","12"
"Undefined Others",""
"Female","7"
"Male","13"
"","20"
"Yadav",""
"Female","168"
"Male","392"
"","560"
"Yakkha",""
"Female","8"
"Male","7"
"","15"
