"Population by Mother tongue","Number"
"Avadhi",""
"Female","5"
"Male","18"
"","23"
"Bahing",""
"Female","8"
"Male","9"
"","17"
"Baitadeli",""
"Female","13"
"Male","16"
"","29"
"Bajjika",""
"Female","3"
"Male","8"
"","11"
"Bangla",""
"Female","25"
"Male","61"
"","86"
"Bantawa",""
"Female","30"
"Male","34"
"","64"
"Bhojpuri",""
"Female","351"
"Male","905"
"","1256"
"Chamling",""
"Female","110"
"Male","75"
"","185"
"Danuwar",""
"Female","14"
"Male","24"
"","38"
"Dhimal",""
"Female","13"
"Male","18"
"","31"
"Doteli",""
"Female","63"
"Male","112"
"","175"
"English",""
"Female","20"
"Male","31"
"","51"
"Ghale",""
"Female","34"
"Male","28"
"","62"
"Gurung",""
"Female","204"
"Male","177"
"","381"
"Hindi",""
"Female","213"
"Male","510"
"","723"
"Kham",""
"Female","6"
"Male","5"
"","11"
"Limbu",""
"Female","354"
"Male","323"
"","677"
"Magar",""
"Female","727"
"Male","674"
"","1401"
"Maithili",""
"Female","1121"
"Male","2132"
"","3253"
"Majhi",""
"Female","41"
"Male","49"
"","90"
"Nepali",""
"Female","68867"
"Male","68146"
"","137013"
"Newar",""
"Female","63430"
"Male","62898"
"","126328"
"Not Reported",""
"Female","20"
"Male","24"
"","44"
"Others",""
"Female","222"
"Male","263"
"","485"
"Rai",""
"Female","639"
"Male","581"
"","1220"
"Rajbanshi",""
"Female","11"
"Male","15"
"","26"
"Sherpa",""
"Female","89"
"Male","76"
"","165"
"Sunuwar",""
"Female","121"
"Male","97"
"","218"
"Tamang",""
"Female","11857"
"Male","11709"
"","23566"
"Thami",""
"Female","20"
"Male","26"
"","46"
"Tharu",""
"Female","268"
"Male","439"
"","707"
"Thulung",""
"Female","18"
"Male","17"
"","35"
"Uranw/Urau",""
"Female","7"
"Male","12"
"","19"
"Urdu",""
"Female","80"
"Male","177"
"","257"
"Yakkha",""
"Female","5"
"Male","6"
"","11"
