"Population by disability type","Number"
"Blind/low vision",""
"Female","230"
"Male","193"
"","423"
"Deaf/hard of hearing",""
"Female","296"
"Male","264"
"","560"
"Deaf-Blind",""
"Female","44"
"Male","33"
"","77"
"Intellectual disable",""
"Female","59"
"Male","77"
"","136"
"Mental disable",""
"Female","141"
"Male","160"
"","301"
"Multiple disable",""
"Female","111"
"Male","109"
"","220"
"No disability",""
"Female","147471"
"Male","148059"
"","295530"
"Physical",""
"Female","524"
"Male","604"
"","1128"
"Speech problem",""
"Female","133"
"Male","196"
"","329"
