"Population by Educational Attainment","Number"
"Beginners",""
"Female","97"
"Male","107"
"Graduate and Equivalent",""
"Female","26"
"Male","52"
"Intermediate and Equivalent",""
"Female","95"
"Male","93"
"Level not Stated",""
"Female","14"
"Male","15"
"Lower Secondary (Class 6-8)",""
"Female","1035"
"Male","1078"
"Non Formal Education",""
"Female","536"
"Male","565"
"Others",""
"Female","4"
"Male","4"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","23"
"Primary Education (1-5 Class)",""
"Female","1931"
"Male","2008"
"Secondary Level (Class 9-10)",""
"Female","637"
"Male","697"
"SLC and Equivalent",""
"Female","398"
"Male","493"
