"Population by Single Year of Age","Number"
"0",""
"Female","161"
"Male","151"
"1",""
"Female","130"
"Male","132"
"10",""
"Female","206"
"Male","227"
"11",""
"Female","163"
"Male","166"
"12",""
"Female","201"
"Male","244"
"13",""
"Female","216"
"Male","201"
"14",""
"Female","217"
"Male","198"
"15",""
"Female","196"
"Male","207"
"16",""
"Female","213"
"Male","181"
"17",""
"Female","201"
"Male","159"
"18",""
"Female","223"
"Male","184"
"19",""
"Female","137"
"Male","107"
"2",""
"Female","138"
"Male","127"
"20",""
"Female","167"
"Male","122"
"21",""
"Female","146"
"Male","90"
"22",""
"Female","169"
"Male","113"
"23",""
"Female","159"
"Male","81"
"24",""
"Female","139"
"Male","79"
"25",""
"Female","161"
"Male","102"
"26",""
"Female","113"
"Male","75"
"27",""
"Female","124"
"Male","91"
"28",""
"Female","147"
"Male","88"
"29",""
"Female","72"
"Male","54"
"3",""
"Female","161"
"Male","169"
"30",""
"Female","149"
"Male","80"
"31",""
"Female","68"
"Male","54"
"32",""
"Female","105"
"Male","64"
"33",""
"Female","55"
"Male","66"
"34",""
"Female","88"
"Male","65"
"35",""
"Female","128"
"Male","81"
"36",""
"Female","92"
"Male","54"
"37",""
"Female","76"
"Male","58"
"38",""
"Female","86"
"Male","66"
"39",""
"Female","47"
"Male","58"
"4",""
"Female","173"
"Male","160"
"40",""
"Female","134"
"Male","97"
"41",""
"Female","68"
"Male","55"
"42",""
"Female","93"
"Male","59"
"43",""
"Female","69"
"Male","88"
"44",""
"Female","73"
"Male","49"
"45",""
"Female","126"
"Male","86"
"46",""
"Female","78"
"Male","78"
"47",""
"Female","75"
"Male","63"
"48",""
"Female","89"
"Male","81"
"49",""
"Female","68"
"Male","68"
"5",""
"Female","164"
"Male","166"
"50",""
"Female","150"
"Male","99"
"51",""
"Female","40"
"Male","64"
"52",""
"Female","77"
"Male","74"
"53",""
"Female","72"
"Male","56"
"54",""
"Female","53"
"Male","55"
"55",""
"Female","80"
"Male","80"
"56",""
"Female","60"
"Male","62"
"57",""
"Female","55"
"Male","61"
"58",""
"Female","57"
"Male","59"
"59",""
"Female","51"
"Male","38"
"6",""
"Female","176"
"Male","179"
"60",""
"Female","96"
"Male","69"
"61",""
"Female","57"
"Male","38"
"62",""
"Female","47"
"Male","54"
"63",""
"Female","46"
"Male","39"
"64",""
"Female","45"
"Male","31"
"65",""
"Female","52"
"Male","47"
"66",""
"Female","31"
"Male","37"
"67",""
"Female","36"
"Male","27"
"68",""
"Female","32"
"Male","39"
"69",""
"Female","23"
"Male","24"
"7",""
"Female","202"
"Male","148"
"70",""
"Female","44"
"Male","51"
"71",""
"Female","22"
"Male","20"
"72",""
"Female","28"
"Male","29"
"73",""
"Female","17"
"Male","29"
"74",""
"Female","20"
"Male","19"
"75",""
"Female","29"
"Male","34"
"76",""
"Female","16"
"Male","22"
"77",""
"Female","25"
"Male","20"
"78",""
"Female","26"
"Male","28"
"79",""
"Female","10"
"Male","10"
"8",""
"Female","190"
"Male","194"
"80",""
"Female","21"
"Male","24"
"81",""
"Female","12"
"Male","2"
"82",""
"Female","6"
"Male","13"
"83",""
"Female","5"
"Male","8"
"84",""
"Female","8"
"Male","8"
"85",""
"Female","35"
"Male","48"
"9",""
"Female","161"
"Male","154"
