"Population by Educational Attainment","Number"
"Beginners",""
"Female","299"
"Male","285"
"","584"
"Graduate and Equivalent",""
"Female","20"
"Male","80"
"","100"
"Intermediate and Equivalent",""
"Female","197"
"Male","296"
"","493"
"Level not Stated",""
"Female","2"
"Male","4"
"","6"
"Lower Secondary (Class 6-8)",""
"Female","1332"
"Male","1263"
"","2595"
"Non Formal Education",""
"Female","273"
"Male","145"
"","418"
"Others",""
"Female","1"
"Male","2"
"","3"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","16"
"","20"
"Primary Education (1-5 Class)",""
"Female","2710"
"Male","2648"
"","5358"
"Secondary Level (Class 9-10)",""
"Female","773"
"Male","677"
"","1450"
"SLC and Equivalent",""
"Female","447"
"Male","496"
"","943"
