"Population by Educational Attainment","Number"
"Beginners",""
"Female","234"
"Male","234"
"Graduate and Equivalent",""
"Female","111"
"Male","257"
"Intermediate and Equivalent",""
"Female","511"
"Male","597"
"Level not Stated",""
"Female","58"
"Male","64"
"Lower Secondary (Class 6-8)",""
"Female","1681"
"Male","1995"
"Non Formal Education",""
"Female","457"
"Male","220"
"Others",""
"Female","6"
"Male","6"
"Post Graduate Equivalent and Above",""
"Female","30"
"Male","96"
"Primary Education (1-5 Class)",""
"Female","3204"
"Male","3637"
"Secondary Level (Class 9-10)",""
"Female","1109"
"Male","1307"
"SLC and Equivalent",""
"Female","711"
"Male","831"
