"Population by Caste/Ethinicity","Number"
"Bangali",""
"Female","19"
"Male","26"
"Bin",""
"Female","69"
"Male","69"
"Brahman - Hill",""
"Female","81"
"Male","72"
"Brahman - Tarai",""
"Female","20"
"Male","23"
"Chamar/ Harijan/ Ram",""
"Female","577"
"Male","634"
"Chhetri",""
"Female","182"
"Male","200"
"Dhanuk",""
"Female","6"
"Male","8"
"Dhobi",""
"Female","257"
"Male","280"
"Dusadh/ Pasawan/ Pasi",""
"Female","393"
"Male","397"
"Hajam/Thakur",""
"Female","186"
"Male","206"
"Kahar",""
"Female","9"
"Male","14"
"Kalwar",""
"Female","129"
"Male","147"
"Kanu",""
"Female","897"
"Male","925"
"Kathabaniyan",""
"Female","167"
"Male","188"
"Kayastha",""
"Female","27"
"Male","31"
"Kewat",""
"Female","49"
"Male","46"
"Koiri/Kushwaha",""
"Female","203"
"Male","229"
"Kumal",""
"Female","25"
"Male","28"
"Kumhar",""
"Female","18"
"Male","21"
"Kurmi",""
"Female","3249"
"Male","3448"
"Limbu",""
"Female","5"
"Male","7"
"Lohar",""
"Female","154"
"Male","160"
"Magar",""
"Female","6"
"Male","7"
"Mallaha",""
"Female","184"
"Male","203"
"Musalman",""
"Female","1746"
"Male","1715"
"Nuniya",""
"Female","92"
"Male","118"
"Others",""
"Female","19"
"Male","5"
"Sanyasi/Dasnami",""
"Female","93"
"Male","84"
"Sonar",""
"Female","34"
"Male","26"
"Tatma/Tatwa",""
"Female","11"
"Male","14"
"Teli",""
"Female","398"
"Male","405"
"Terai Others",""
"Female","133"
"Male","147"
"Yadav",""
"Female","242"
"Male","270"
"Yakkha",""
"Female","39"
"Male","39"
