"Population by Caste Ethinicity","Number"
"Badi",""
"Female","40"
"Male","31"
"","71"
"Bangali",""
"Female","13"
"Male","16"
"","29"
"Baraee",""
"Female","13"
"Male","12"
"","25"
"Bote",""
"Female","10"
"Male","10"
"","20"
"Brahman - Hill",""
"Female","2472"
"Male","1965"
"","4437"
"Brahman - Tarai",""
"Female","23"
"Male","24"
"","47"
"Chamar/ Harijan/ Ram",""
"Female","47"
"Male","60"
"","107"
"Chhetri",""
"Female","1622"
"Male","1269"
"","2891"
"Damai/Dholi",""
"Female","390"
"Male","309"
"","699"
"Darai",""
"Female","95"
"Male","76"
"","171"
"Dhobi",""
"Female","23"
"Male","24"
"","47"
"Gurung",""
"Female","716"
"Male","570"
"","1286"
"Hajam/Thakur",""
"Female","3"
"Male","8"
"","11"
"Halwai",""
"Female","22"
"Male","26"
"","48"
"Kahar",""
"Female","24"
"Male","19"
"","43"
"Kalwar",""
"Female","22"
"Male","14"
"","36"
"Kami",""
"Female","1511"
"Male","1201"
"","2712"
"Kathabaniyan",""
"Female","211"
"Male","204"
"","415"
"Koiri/Kushwaha",""
"Female","51"
"Male","49"
"","100"
"Kumal",""
"Female","647"
"Male","526"
"","1173"
"Kurmi",""
"Female","39"
"Male","31"
"","70"
"Magar",""
"Female","7614"
"Male","6121"
"","13735"
"Mallaha",""
"Female","94"
"Male","87"
"","181"
"Musahar",""
"Female","160"
"Male","174"
"","334"
"Musalman",""
"Female","295"
"Male","280"
"","575"
"Newar",""
"Female","442"
"Male","353"
"","795"
"Others",""
"Female","50"
"Male","53"
"","103"
"Rai",""
"Female","44"
"Male","27"
"","71"
"Rajbhar",""
"Female","15"
"Male","10"
"","25"
"Rajput",""
"Female","10"
"Male","11"
"","21"
"Sanyasi/Dasnami",""
"Female","94"
"Male","81"
"","175"
"Sarki",""
"Female","171"
"Male","136"
"","307"
"Tamang",""
"Female","246"
"Male","229"
"","475"
"Teli",""
"Female","43"
"Male","49"
"","92"
"Terai Others",""
"Female","21"
"Male","19"
"","40"
"Thakali",""
"Female","12"
"Male","14"
"","26"
"Thakuri",""
"Female","267"
"Male","167"
"","434"
"Tharu",""
"Female","562"
"Male","487"
"","1049"
"Yadav",""
"Female","35"
"Male","32"
"","67"
