"Population by Caste/Ethinicity","Number"
"Bhote",""
"Female","7"
"Male","5"
"Brahman - Hill",""
"Female","2364"
"Male","2152"
"Chamar/ Harijan/ Ram",""
"Female","3"
"Male","11"
"Chepang /Praja",""
"Female","18"
"Male","16"
"Chhetri",""
"Female","6033"
"Male","4564"
"Dalit Others",""
"Female","4"
"Male","8"
"Damai/Dholi",""
"Female","966"
"Male","797"
"Dura",""
"Female","22"
"Male","12"
"Ghale",""
"Female","43"
"Male","39"
"Gharti/Bhujel",""
"Female","380"
"Male","334"
"Gurung",""
"Female","5509"
"Male","4241"
"Hyolmo",""
"Female","32"
"Male","23"
"Kalwar",""
"Female","7"
"Male","11"
"Kami",""
"Female","1326"
"Male","1076"
"Kathabaniyan",""
"Female","13"
"Male","14"
"Khawas",""
"Female","23"
"Male","14"
"Koiri/Kushwaha",""
"Female","4"
"Male","16"
"Kumal",""
"Female","11"
"Male","19"
"Kurmi",""
"Female","6"
"Male","7"
"Limbu",""
"Female","12"
"Male","9"
"Magar",""
"Female","705"
"Male","606"
"Musalman",""
"Female","152"
"Male","167"
"Newar",""
"Female","1076"
"Male","969"
"Others",""
"Female","48"
"Male","42"
"Rai",""
"Female","60"
"Male","61"
"Sanyasi/Dasnami",""
"Female","27"
"Male","22"
"Sarki",""
"Female","1227"
"Male","1011"
"Tamang",""
"Female","1525"
"Male","1298"
"Teli",""
"Female","11"
"Male","21"
"Terai Others",""
"Female","4"
"Male","12"
"Thakali",""
"Female","7"
"Male","9"
"Thakuri",""
"Female","31"
"Male","29"
"Tharu",""
"Female","30"
"Male","55"
