"Population by Single Year of Age","Number"
"0",""
"Female","279"
"Male","291"
"1",""
"Female","299"
"Male","310"
"10",""
"Female","533"
"Male","569"
"11",""
"Female","441"
"Male","484"
"12",""
"Female","553"
"Male","608"
"13",""
"Female","498"
"Male","542"
"14",""
"Female","506"
"Male","531"
"15",""
"Female","520"
"Male","540"
"16",""
"Female","476"
"Male","467"
"17",""
"Female","425"
"Male","420"
"18",""
"Female","484"
"Male","479"
"19",""
"Female","336"
"Male","244"
"2",""
"Female","340"
"Male","337"
"20",""
"Female","431"
"Male","289"
"21",""
"Female","352"
"Male","247"
"22",""
"Female","495"
"Male","266"
"23",""
"Female","378"
"Male","218"
"24",""
"Female","425"
"Male","336"
"25",""
"Female","537"
"Male","329"
"26",""
"Female","380"
"Male","264"
"27",""
"Female","378"
"Male","257"
"28",""
"Female","425"
"Male","295"
"29",""
"Female","237"
"Male","166"
"3",""
"Female","352"
"Male","360"
"30",""
"Female","540"
"Male","308"
"31",""
"Female","196"
"Male","154"
"32",""
"Female","362"
"Male","223"
"33",""
"Female","192"
"Male","132"
"34",""
"Female","230"
"Male","139"
"35",""
"Female","530"
"Male","258"
"36",""
"Female","248"
"Male","150"
"37",""
"Female","184"
"Male","138"
"38",""
"Female","288"
"Male","193"
"39",""
"Female","158"
"Male","118"
"4",""
"Female","383"
"Male","420"
"40",""
"Female","571"
"Male","359"
"41",""
"Female","138"
"Male","101"
"42",""
"Female","235"
"Male","216"
"43",""
"Female","162"
"Male","140"
"44",""
"Female","151"
"Male","129"
"45",""
"Female","420"
"Male","304"
"46",""
"Female","158"
"Male","135"
"47",""
"Female","163"
"Male","130"
"48",""
"Female","229"
"Male","194"
"49",""
"Female","133"
"Male","113"
"5",""
"Female","440"
"Male","532"
"50",""
"Female","405"
"Male","329"
"51",""
"Female","115"
"Male","145"
"52",""
"Female","179"
"Male","163"
"53",""
"Female","144"
"Male","117"
"54",""
"Female","118"
"Male","97"
"55",""
"Female","238"
"Male","218"
"56",""
"Female","129"
"Male","135"
"57",""
"Female","145"
"Male","124"
"58",""
"Female","143"
"Male","154"
"59",""
"Female","118"
"Male","95"
"6",""
"Female","376"
"Male","442"
"60",""
"Female","305"
"Male","227"
"61",""
"Female","113"
"Male","78"
"62",""
"Female","121"
"Male","102"
"63",""
"Female","101"
"Male","78"
"64",""
"Female","75"
"Male","83"
"65",""
"Female","218"
"Male","170"
"66",""
"Female","66"
"Male","67"
"67",""
"Female","70"
"Male","67"
"68",""
"Female","108"
"Male","97"
"69",""
"Female","54"
"Male","49"
"7",""
"Female","472"
"Male","450"
"70",""
"Female","178"
"Male","152"
"71",""
"Female","48"
"Male","50"
"72",""
"Female","75"
"Male","86"
"73",""
"Female","52"
"Male","59"
"74",""
"Female","41"
"Male","43"
"75",""
"Female","100"
"Male","91"
"76",""
"Female","43"
"Male","49"
"77",""
"Female","48"
"Male","43"
"78",""
"Female","49"
"Male","60"
"79",""
"Female","36"
"Male","26"
"8",""
"Female","434"
"Male","530"
"80",""
"Female","66"
"Male","59"
"81",""
"Female","27"
"Male","22"
"82",""
"Female","26"
"Male","29"
"83",""
"Female","19"
"Male","21"
"84",""
"Female","24"
"Male","33"
"85",""
"Female","114"
"Male","97"
"9",""
"Female","429"
"Male","414"
