"Population by Single Year of Age","Number"
"0",""
"Female","182"
"Male","193"
"1",""
"Female","210"
"Male","179"
"10",""
"Female","413"
"Male","419"
"11",""
"Female","164"
"Male","154"
"12",""
"Female","325"
"Male","314"
"13",""
"Female","162"
"Male","154"
"14",""
"Female","213"
"Male","244"
"15",""
"Female","171"
"Male","229"
"16",""
"Female","199"
"Male","285"
"17",""
"Female","102"
"Male","158"
"18",""
"Female","177"
"Male","272"
"19",""
"Female","77"
"Male","113"
"2",""
"Female","299"
"Male","289"
"20",""
"Female","233"
"Male","220"
"21",""
"Female","73"
"Male","100"
"22",""
"Female","201"
"Male","203"
"23",""
"Female","163"
"Male","106"
"24",""
"Female","129"
"Male","120"
"25",""
"Female","266"
"Male","341"
"26",""
"Female","154"
"Male","115"
"27",""
"Female","79"
"Male","88"
"28",""
"Female","286"
"Male","222"
"29",""
"Female","20"
"Male","61"
"3",""
"Female","318"
"Male","317"
"30",""
"Female","305"
"Male","361"
"31",""
"Female","34"
"Male","35"
"32",""
"Female","230"
"Male","168"
"33",""
"Female","116"
"Male","50"
"34",""
"Female","68"
"Male","58"
"35",""
"Female","244"
"Male","402"
"36",""
"Female","97"
"Male","88"
"37",""
"Female","48"
"Male","54"
"38",""
"Female","196"
"Male","118"
"39",""
"Female","38"
"Male","26"
"4",""
"Female","286"
"Male","327"
"40",""
"Female","286"
"Male","368"
"41",""
"Female","22"
"Male","35"
"42",""
"Female","100"
"Male","109"
"43",""
"Female","79"
"Male","37"
"44",""
"Female","44"
"Male","24"
"45",""
"Female","151"
"Male","295"
"46",""
"Female","33"
"Male","44"
"47",""
"Female","28"
"Male","34"
"48",""
"Female","111"
"Male","58"
"49",""
"Female","29"
"Male","22"
"5",""
"Female","365"
"Male","442"
"50",""
"Female","173"
"Male","223"
"51",""
"Female","20"
"Male","30"
"52",""
"Female","53"
"Male","56"
"53",""
"Female","61"
"Male","28"
"54",""
"Female","31"
"Male","15"
"55",""
"Female","145"
"Male","198"
"56",""
"Female","34"
"Male","36"
"57",""
"Female","23"
"Male","31"
"58",""
"Female","105"
"Male","50"
"59",""
"Female","23"
"Male","19"
"6",""
"Female","349"
"Male","393"
"60",""
"Female","162"
"Male","191"
"61",""
"Female","14"
"Male","28"
"62",""
"Female","58"
"Male","50"
"63",""
"Female","36"
"Male","17"
"64",""
"Female","20"
"Male","14"
"65",""
"Female","174"
"Male","184"
"66",""
"Female","17"
"Male","19"
"67",""
"Female","21"
"Male","24"
"68",""
"Female","55"
"Male","48"
"69",""
"Female","9"
"Male","15"
"7",""
"Female","261"
"Male","253"
"70",""
"Female","100"
"Male","142"
"71",""
"Female","16"
"Male","17"
"72",""
"Female","33"
"Male","44"
"73",""
"Female","18"
"Male","12"
"74",""
"Female","5"
"Male","7"
"75",""
"Female","52"
"Male","71"
"76",""
"Female","6"
"Male","7"
"77",""
"Female","1"
"Male","4"
"78",""
"Female","4"
"Male","7"
"79",""
"Female","0"
"Male","3"
"8",""
"Female","397"
"Male","449"
"80",""
"Female","10"
"Male","20"
"82",""
"Female","0"
"Male","2"
"84",""
"Female","0"
"Male","1"
"85",""
"Female","8"
"Male","10"
"9",""
"Female","182"
"Male","170"
