"Population by Caste/Ethinicity","Number"
"Baraee",""
"Female","18"
"Male","17"
"Bin",""
"Female","144"
"Male","160"
"Brahman - Hill",""
"Female","659"
"Male","708"
"Brahman - Tarai",""
"Female","713"
"Male","808"
"Chamar/ Harijan/ Ram",""
"Female","315"
"Male","361"
"Chhetri",""
"Female","172"
"Male","162"
"Dhanuk",""
"Female","40"
"Male","44"
"Dhimal",""
"Female","12"
"Male","14"
"Dhobi",""
"Female","198"
"Male","248"
"Dhunia",""
"Female","42"
"Male","49"
"Dom",""
"Female","37"
"Male","32"
"Dusadh/ Pasawan/ Pasi",""
"Female","707"
"Male","784"
"Foreigner",""
"Female","5"
"Male","6"
"Hajam/Thakur",""
"Female","195"
"Male","204"
"Halkhor",""
"Female","100"
"Male","117"
"Halwai",""
"Female","91"
"Male","82"
"Kahar",""
"Female","178"
"Male","188"
"Kalwar",""
"Female","760"
"Male","854"
"Kanu",""
"Female","634"
"Male","691"
"Kathabaniyan",""
"Female","583"
"Male","650"
"Kayastha",""
"Female","541"
"Male","533"
"Kewat",""
"Female","9"
"Male","9"
"Koiri/Kushwaha",""
"Female","513"
"Male","558"
"Kumal",""
"Female","17"
"Male","20"
"Kumhar",""
"Female","204"
"Male","235"
"Kurmi",""
"Female","748"
"Male","831"
"Limbu",""
"Female","8"
"Male","6"
"Lohar",""
"Female","348"
"Male","413"
"Magar",""
"Female","14"
"Male","8"
"Majhi",""
"Female","81"
"Male","89"
"Mali",""
"Female","6"
"Male","7"
"Mallaha",""
"Female","593"
"Male","678"
"Marwadi",""
"Female","151"
"Male","170"
"Musahar",""
"Female","9"
"Male","11"
"Musalman",""
"Female","2986"
"Male","3130"
"Newar",""
"Female","99"
"Male","88"
"Nuniya",""
"Female","142"
"Male","156"
"Others",""
"Female","26"
"Male","18"
"Rajput",""
"Female","409"
"Male","449"
"Sanyasi/Dasnami",""
"Female","196"
"Male","222"
"Sonar",""
"Female","59"
"Male","70"
"Sudhi",""
"Female","18"
"Male","22"
"Tamang",""
"Female","5"
"Male","7"
"Tatma/Tatwa",""
"Female","394"
"Male","416"
"Teli",""
"Female","2058"
"Male","2365"
"Terai Others",""
"Female","216"
"Male","262"
"Tharu",""
"Female","17"
"Male","28"
"Yadav",""
"Female","1168"
"Male","1296"
"Yakkha",""
"Female","9"
"Male","14"
