"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","240"
"Male","287"
"","527"
"Badi",""
"Female","4"
"Male","7"
"","11"
"Bangali",""
"Female","672"
"Male","738"
"","1410"
"Bantar/Sardar",""
"Female","6"
"Male","12"
"","18"
"Baraee",""
"Female","5763"
"Male","6347"
"","12110"
"Bhote",""
"Female","30"
"Male","30"
"","60"
"Bin",""
"Female","4336"
"Male","4694"
"","9030"
"Bote",""
"Female","57"
"Male","52"
"","109"
"Brahman - Hill",""
"Female","7604"
"Male","7823"
"","15427"
"Brahman - Tarai",""
"Female","2806"
"Male","3180"
"","5986"
"Chamar/ Harijan/ Ram",""
"Female","13686"
"Male","14677"
"","28363"
"Chamling",""
"Female","11"
"Male","12"
"","23"
"Chepang /Praja",""
"Female","45"
"Male","35"
"","80"
"Chhetri",""
"Female","8234"
"Male","8378"
"","16612"
"Dalit Others",""
"Female","106"
"Male","103"
"","209"
"Damai/Dholi",""
"Female","546"
"Male","482"
"","1028"
"Danuwar",""
"Female","21"
"Male","17"
"","38"
"Dhanuk",""
"Female","5266"
"Male","5586"
"","10852"
"Dhimal",""
"Female","10"
"Male","7"
"","17"
"Dhobi",""
"Female","4141"
"Male","4514"
"","8655"
"Dhunia",""
"Female","930"
"Male","959"
"","1889"
"Dom",""
"Female","594"
"Male","572"
"","1166"
"Dusadh/ Pasawan/ Pasi",""
"Female","7871"
"Male","8221"
"","16092"
"Foreigner",""
"Female","39"
"Male","35"
"","74"
"Gaderi/Bhedihar",""
"Female","199"
"Male","229"
"","428"
"Gaine",""
"Female","23"
"Male","26"
"","49"
"Ghale",""
"Female","111"
"Male","124"
"","235"
"Gharti/Bhujel",""
"Female","70"
"Male","86"
"","156"
"Gurung",""
"Female","442"
"Male","440"
"","882"
"Hajam/Thakur",""
"Female","3949"
"Male","4196"
"","8145"
"Halkhor",""
"Female","478"
"Male","482"
"","960"
"Halwai",""
"Female","185"
"Male","211"
"","396"
"Janajati Others",""
"Female","12"
"Male","12"
"","24"
"Jhangad/ Dhagar",""
"Female","990"
"Male","1036"
"","2026"
"Jirel",""
"Female","6"
"Male","5"
"","11"
"Kahar",""
"Female","448"
"Male","546"
"","994"
"Kalwar",""
"Female","5366"
"Male","6137"
"","11503"
"Kamar",""
"Female","72"
"Male","69"
"","141"
"Kami",""
"Female","851"
"Male","823"
"","1674"
"Kanu",""
"Female","16244"
"Male","18232"
"","34476"
"Kathabaniyan",""
"Female","4181"
"Male","4485"
"","8666"
"Kayastha",""
"Female","2777"
"Male","3025"
"","5802"
"Kewat",""
"Female","1637"
"Male","1685"
"","3322"
"Koiri/Kushwaha",""
"Female","8948"
"Male","9989"
"","18937"
"Kumal",""
"Female","1695"
"Male","1919"
"","3614"
"Kumhar",""
"Female","1612"
"Male","1714"
"","3326"
"Kurmi",""
"Female","24063"
"Male","26411"
"","50474"
"Limbu",""
"Female","100"
"Male","81"
"","181"
"Lohar",""
"Female","3730"
"Male","4115"
"","7845"
"Magar",""
"Female","1910"
"Male","1916"
"","3826"
"Majhi",""
"Female","240"
"Male","232"
"","472"
"Mali",""
"Female","508"
"Male","622"
"","1130"
"Mallaha",""
"Female","7406"
"Male","7994"
"","15400"
"Marwadi",""
"Female","2578"
"Male","2860"
"","5438"
"Musahar",""
"Female","4784"
"Male","4885"
"","9669"
"Musalman",""
"Female","42292"
"Male","44643"
"","86935"
"Natuwa",""
"Female","333"
"Male","328"
"","661"
"Newar",""
"Female","4946"
"Male","4813"
"","9759"
"Nuniya",""
"Female","4654"
"Male","5233"
"","9887"
"Others",""
"Female","462"
"Male","264"
"","726"
"Pattharkatta/ Kushwadiya",""
"Female","15"
"Male","6"
"","21"
"Punjabi/Sikh",""
"Female","115"
"Male","128"
"","243"
"Rai",""
"Female","670"
"Male","698"
"","1368"
"Rajbansi",""
"Female","11"
"Male","1"
"","12"
"Rajbhar",""
"Female","235"
"Male","271"
"","506"
"Rajdhob",""
"Female","18"
"Male","21"
"","39"
"Rajput",""
"Female","1835"
"Male","2069"
"","3904"
"Sanyasi/Dasnami",""
"Female","2403"
"Male","2606"
"","5009"
"Sarki",""
"Female","272"
"Male","245"
"","517"
"Satar/ Santhal",""
"Female","50"
"Male","55"
"","105"
"Sherpa",""
"Female","55"
"Male","32"
"","87"
"Sonar",""
"Female","4466"
"Male","5023"
"","9489"
"Sudhi",""
"Female","80"
"Male","86"
"","166"
"Sunuwar",""
"Female","132"
"Male","130"
"","262"
"Tajpuriya",""
"Female","11"
"Male","10"
"","21"
"Tamang",""
"Female","5039"
"Male","4833"
"","9872"
"Tatma/Tatwa",""
"Female","3587"
"Male","4002"
"","7589"
"Teli",""
"Female","11688"
"Male","13127"
"","24815"
"Terai Others",""
"Female","3431"
"Male","3743"
"","7174"
"Thakali",""
"Female","10"
"Male","3"
"","13"
"Thakuri",""
"Female","329"
"Male","330"
"","659"
"Thami",""
"Female","18"
"Male","13"
"","31"
"Tharu",""
"Female","22620"
"Male","22845"
"","45465"
"Undefined Others",""
"Female","67"
"Male","76"
"","143"
"Yadav",""
"Female","18560"
"Male","21173"
"","39733"
"Yakkha",""
"Female","1260"
"Male","1310"
"","2570"
