"Population by Mother tongue","Number"
"Avadhi",""
"Female","13"
"Male","14"
"","27"
"Bajjika",""
"Female","25"
"Male","70"
"","95"
"Bangla",""
"Female","143"
"Male","169"
"","312"
"Bhojpuri",""
"Female","224665"
"Male","244204"
"","468869"
"Chamling",""
"Female","11"
"Male","12"
"","23"
"Chepang",""
"Female","6"
"Male","6"
"","12"
"Danuwar",""
"Female","8"
"Male","6"
"","14"
"Dhimal",""
"Female","7"
"Male","5"
"","12"
"Doteli",""
"Female","267"
"Male","246"
"","513"
"Ghale",""
"Female","108"
"Male","123"
"","231"
"Gurung",""
"Female","120"
"Male","116"
"","236"
"Hindi",""
"Female","666"
"Male","736"
"","1402"
"Limbu",""
"Female","79"
"Male","67"
"","146"
"Magar",""
"Female","286"
"Male","267"
"","553"
"Maithili",""
"Female","14452"
"Male","16064"
"","30516"
"Nepali",""
"Female","18623"
"Male","18087"
"","36710"
"Newar",""
"Female","2107"
"Male","2047"
"","4154"
"Not Reported",""
"Female","606"
"Male","708"
"","1314"
"Others",""
"Female","343"
"Male","212"
"","555"
"Punjabi",""
"Female","70"
"Male","83"
"","153"
"Rai",""
"Female","536"
"Male","578"
"","1114"
"Rajsthani",""
"Female","2184"
"Male","2432"
"","4616"
"Sanskrit",""
"Female","36"
"Male","25"
"","61"
"Santhali",""
"Female","50"
"Male","55"
"","105"
"Sherpa",""
"Female","55"
"Male","32"
"","87"
"Sindhi",""
"Female","31"
"Male","25"
"","56"
"Sunuwar",""
"Female","72"
"Male","80"
"","152"
"Tajpuriya",""
"Female","11"
"Male","10"
"","21"
"Tamang",""
"Female","3918"
"Male","3745"
"","7663"
"Thakali",""
"Female","10"
"Male","3"
"","13"
"Tharu",""
"Female","11478"
"Male","11401"
"","22879"
"Uranw/Urau",""
"Female","991"
"Male","1038"
"","2029"
"Urdu",""
"Female","6273"
"Male","6750"
"","13023"
"Yakkha",""
"Female","47"
"Male","56"
"","103"
