"Population by Educational Attainment","Number"
"Beginners",""
"Female","212"
"Male","267"
"Graduate and Equivalent",""
"Female","95"
"Male","222"
"Intermediate and Equivalent",""
"Female","324"
"Male","409"
"Level not Stated",""
"Female","19"
"Male","11"
"Lower Secondary (Class 6-8)",""
"Female","1534"
"Male","1416"
"Non Formal Education",""
"Female","305"
"Male","247"
"Others",""
"Female","5"
"Male","8"
"Post Graduate Equivalent and Above",""
"Female","9"
"Male","78"
"Primary Education (1-5 Class)",""
"Female","2364"
"Male","2351"
"Secondary Level (Class 9-10)",""
"Female","891"
"Male","986"
"SLC and Equivalent",""
"Female","1310"
"Male","1312"
