"Population by Educational Attainment","Number"
"Beginners",""
"Female","451"
"Male","465"
"Graduate and Equivalent",""
"Female","15"
"Male","63"
"Intermediate and Equivalent",""
"Female","58"
"Male","187"
"Level not Stated",""
"Female","11"
"Male","12"
"Lower Secondary (Class 6-8)",""
"Female","734"
"Male","1158"
"Non Formal Education",""
"Female","216"
"Male","79"
"Others",""
"Female","3"
"Male","4"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","9"
"Primary Education (1-5 Class)",""
"Female","2470"
"Male","3309"
"Secondary Level (Class 9-10)",""
"Female","239"
"Male","449"
"SLC and Equivalent",""
"Female","149"
"Male","282"
