"Population by Educational Attainment","Number"
"Beginners",""
"Female","142"
"Male","176"
"","318"
"Graduate and Equivalent",""
"Female","17"
"Male","44"
"","61"
"Intermediate and Equivalent",""
"Female","116"
"Male","179"
"","295"
"Level not Stated",""
"Female","8"
"Male","14"
"","22"
"Lower Secondary (Class 6-8)",""
"Female","673"
"Male","860"
"","1533"
"Non Formal Education",""
"Female","429"
"Male","751"
"","1180"
"Others",""
"Female","2"
"Male","4"
"","6"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","53"
"","57"
"Primary Education (1-5 Class)",""
"Female","2046"
"Male","2703"
"","4749"
"Secondary Level (Class 9-10)",""
"Female","238"
"Male","342"
"","580"
"SLC and Equivalent",""
"Female","135"
"Male","290"
"","425"
