"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","240"
"Male","287"
"Badi",""
"Female","4"
"Male","7"
"Bangali",""
"Female","672"
"Male","738"
"Bantar/Sardar",""
"Female","6"
"Male","12"
"Baraee",""
"Female","5763"
"Male","6347"
"Bhote",""
"Female","30"
"Male","30"
"Bin",""
"Female","4336"
"Male","4694"
"Bote",""
"Female","57"
"Male","52"
"Brahman - Hill",""
"Female","7604"
"Male","7823"
"Brahman - Tarai",""
"Female","2806"
"Male","3180"
"Chamar/ Harijan/ Ram",""
"Female","13686"
"Male","14677"
"Chamling",""
"Female","11"
"Male","12"
"Chepang /Praja",""
"Female","45"
"Male","35"
"Chhetri",""
"Female","8234"
"Male","8378"
"Dalit Others",""
"Female","106"
"Male","103"
"Damai/Dholi",""
"Female","546"
"Male","482"
"Danuwar",""
"Female","21"
"Male","17"
"Dhanuk",""
"Female","5266"
"Male","5586"
"Dhimal",""
"Female","10"
"Male","7"
"Dhobi",""
"Female","4141"
"Male","4514"
"Dhunia",""
"Female","930"
"Male","959"
"Dom",""
"Female","594"
"Male","572"
"Dusadh/ Pasawan/ Pasi",""
"Female","7871"
"Male","8221"
"Foreigner",""
"Female","39"
"Male","35"
"Gaderi/Bhedihar",""
"Female","199"
"Male","229"
"Gaine",""
"Female","23"
"Male","26"
"Ghale",""
"Female","111"
"Male","124"
"Gharti/Bhujel",""
"Female","70"
"Male","86"
"Gurung",""
"Female","442"
"Male","440"
"Hajam/Thakur",""
"Female","3949"
"Male","4196"
"Halkhor",""
"Female","478"
"Male","482"
"Halwai",""
"Female","185"
"Male","211"
"Janajati Others",""
"Female","12"
"Male","12"
"Jhangad/ Dhagar",""
"Female","990"
"Male","1036"
"Jirel",""
"Female","6"
"Male","5"
"Kahar",""
"Female","448"
"Male","546"
"Kalwar",""
"Female","5366"
"Male","6137"
"Kamar",""
"Female","72"
"Male","69"
"Kami",""
"Female","851"
"Male","823"
"Kanu",""
"Female","16244"
"Male","18232"
"Kathabaniyan",""
"Female","4181"
"Male","4485"
"Kayastha",""
"Female","2777"
"Male","3025"
"Kewat",""
"Female","1637"
"Male","1685"
"Koiri/Kushwaha",""
"Female","8948"
"Male","9989"
"Kumal",""
"Female","1695"
"Male","1919"
"Kumhar",""
"Female","1612"
"Male","1714"
"Kurmi",""
"Female","24063"
"Male","26411"
"Limbu",""
"Female","100"
"Male","81"
"Lohar",""
"Female","3730"
"Male","4115"
"Magar",""
"Female","1910"
"Male","1916"
"Majhi",""
"Female","240"
"Male","232"
"Mali",""
"Female","508"
"Male","622"
"Mallaha",""
"Female","7406"
"Male","7994"
"Marwadi",""
"Female","2578"
"Male","2860"
"Musahar",""
"Female","4784"
"Male","4885"
"Musalman",""
"Female","42292"
"Male","44643"
"Natuwa",""
"Female","333"
"Male","328"
"Newar",""
"Female","4946"
"Male","4813"
"Nuniya",""
"Female","4654"
"Male","5233"
"Others",""
"Female","462"
"Male","264"
"Pattharkatta/ Kushwadiya",""
"Female","15"
"Male","6"
"Punjabi/Sikh",""
"Female","115"
"Male","128"
"Rai",""
"Female","670"
"Male","698"
"Rajbansi",""
"Female","11"
"Male","1"
"Rajbhar",""
"Female","235"
"Male","271"
"Rajdhob",""
"Female","18"
"Male","21"
"Rajput",""
"Female","1835"
"Male","2069"
"Sanyasi/Dasnami",""
"Female","2403"
"Male","2606"
"Sarki",""
"Female","272"
"Male","245"
"Satar/ Santhal",""
"Female","50"
"Male","55"
"Sherpa",""
"Female","55"
"Male","32"
"Sonar",""
"Female","4466"
"Male","5023"
"Sudhi",""
"Female","80"
"Male","86"
"Sunuwar",""
"Female","132"
"Male","130"
"Tajpuriya",""
"Female","11"
"Male","10"
"Tamang",""
"Female","5039"
"Male","4833"
"Tatma/Tatwa",""
"Female","3587"
"Male","4002"
"Teli",""
"Female","11688"
"Male","13127"
"Terai Others",""
"Female","3431"
"Male","3743"
"Thakali",""
"Female","10"
"Male","3"
"Thakuri",""
"Female","329"
"Male","330"
"Thami",""
"Female","18"
"Male","13"
"Tharu",""
"Female","22620"
"Male","22845"
"Undefined Others",""
"Female","67"
"Male","76"
"Yadav",""
"Female","18560"
"Male","21173"
"Yakkha",""
"Female","1260"
"Male","1310"
