"Population by Mother tongue","Number"
"Avadhi",""
"Female","13"
"Male","14"
"Bajjika",""
"Female","25"
"Male","70"
"Bangla",""
"Female","143"
"Male","169"
"Bhojpuri",""
"Female","224665"
"Male","244204"
"Chamling",""
"Female","11"
"Male","12"
"Chepang",""
"Female","6"
"Male","6"
"Danuwar",""
"Female","8"
"Male","6"
"Dhimal",""
"Female","7"
"Male","5"
"Doteli",""
"Female","267"
"Male","246"
"Ghale",""
"Female","108"
"Male","123"
"Gurung",""
"Female","120"
"Male","116"
"Hindi",""
"Female","666"
"Male","736"
"Limbu",""
"Female","79"
"Male","67"
"Magar",""
"Female","286"
"Male","267"
"Maithili",""
"Female","14452"
"Male","16064"
"Nepali",""
"Female","18623"
"Male","18087"
"Newar",""
"Female","2107"
"Male","2047"
"Not Reported",""
"Female","606"
"Male","708"
"Others",""
"Female","343"
"Male","212"
"Punjabi",""
"Female","70"
"Male","83"
"Rai",""
"Female","536"
"Male","578"
"Rajsthani",""
"Female","2184"
"Male","2432"
"Sanskrit",""
"Female","36"
"Male","25"
"Santhali",""
"Female","50"
"Male","55"
"Sherpa",""
"Female","55"
"Male","32"
"Sindhi",""
"Female","31"
"Male","25"
"Sunuwar",""
"Female","72"
"Male","80"
"Tajpuriya",""
"Female","11"
"Male","10"
"Tamang",""
"Female","3918"
"Male","3745"
"Thakali",""
"Female","10"
"Male","3"
"Tharu",""
"Female","11478"
"Male","11401"
"Uranw/Urau",""
"Female","991"
"Male","1038"
"Urdu",""
"Female","6273"
"Male","6750"
"Yakkha",""
"Female","47"
"Male","56"
