"Population by Educational Attainment","Number"
"Beginners",""
"Female","282"
"Male","303"
"Graduate and Equivalent",""
"Female","5"
"Male","38"
"Intermediate and Equivalent",""
"Female","82"
"Male","129"
"Level not Stated",""
"Female","2"
"Male","8"
"Lower Secondary (Class 6-8)",""
"Female","1123"
"Male","1233"
"Non Formal Education",""
"Female","315"
"Male","321"
"Others",""
"Female","7"
"Male","5"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","17"
"Primary Education (1-5 Class)",""
"Female","2488"
"Male","2866"
"Secondary Level (Class 9-10)",""
"Female","465"
"Male","555"
"SLC and Equivalent",""
"Female","436"
"Male","531"
