"Population by Educational Attainment","Number"
"Beginners",""
"Female","129"
"Male","190"
"","319"
"Graduate and Equivalent",""
"Female","55"
"Male","169"
"","224"
"Intermediate and Equivalent",""
"Female","218"
"Male","465"
"","683"
"Level not Stated",""
"Female","46"
"Male","42"
"","88"
"Lower Secondary (Class 6-8)",""
"Female","929"
"Male","1871"
"","2800"
"Non Formal Education",""
"Female","24"
"Male","101"
"","125"
"Others",""
"Female","3"
"Male","10"
"","13"
"Post Graduate Equivalent and Above",""
"Female","8"
"Male","56"
"","64"
"Primary Education (1-5 Class)",""
"Female","2629"
"Male","3844"
"","6473"
"Secondary Level (Class 9-10)",""
"Female","433"
"Male","1012"
"","1445"
"SLC and Equivalent",""
"Female","295"
"Male","759"
"","1054"
